dimension,birth,death
2,0.030323441446823165,0.03344554358056828
2,0.028230919935669955,0.0292890080313671
2,0.031026966838650777,0.031280202027545195
2,0.010246437228821964,0.010267157401539448
1,0.018316783530592996,0.02690963909207719
1,0.028540935312098593,0.036414436988051836
1,0.0277105601174907,0.03489224143621102
1,0.021120620807628717,0.028085286133508625
1,0.01927895795271205,0.025654066680775193
1,0.02859683538763904,0.03463464649125143
1,0.022071226236764257,0.02745807185265585
1,0.012953039123845121,0.01722838255985293
1,0.015794020380449077,0.019110471505622183
1,0.022089549306917745,0.025309096829427766
1,0.028135106027141973,0.03074925008224643
1,0.012717179010022735,0.015267650816913161
1,0.01234478288126795,0.014786242617672309
1,0.01847600205136397,0.020529492321702102
1,0.0241991533648141,0.026207021793208614
1,0.031131071050084256,0.03285979939022766
1,0.021603216136251154,0.02319275328205845
1,0.023992607559048473,0.02504886490014596
1,0.015072360103477721,0.01608651175589093
1,0.00910101908893092,0.009902416862210859
1,0.02791370228872415,0.028632676014243495
1,0.027974849562790394,0.028678208081679084
1,0.0020106262485227516,0.002595953763052061
1,0.003562346724324958,0.004076699892450127
1,0.011236254511160521,0.011721861263527332
1,0.0077347574423131445,0.008213970152557966
1,0.012498944390175194,0.012966180663404537
1,0.0037974593403848336,0.004178100304451394
1,0.029995348882245757,0.030323441446823165
1,0.027512608936612813,0.02773406563826757
1,0.007315667903749737,0.007513650140720255
1,0.0052203005482708035,0.005404592147351521
1,0.028148629135778865,0.02832482019584896
1,0.005161658947121137,0.005312666207414652
1,0.008434186515765857,0.008545292345391446
1,0.0036390258312592495,0.0037324415828979985
1,0.008762287162061247,0.008776974704789855
0,0.0,inf
0,0.0,0.028290285565964954
0,0.0,0.02632496255430825
0,0.0,0.026230082617171815
0,0.0,0.024157812819317892
0,0.0,0.0224408244074673
0,0.0,0.022405183240787066
0,0.0,0.02037671011199571
0,0.0,0.019574918115356436
0,0.0,0.01802091749656788
0,0.0,0.01802032054789397
0,0.0,0.018018988716272877
0,0.0,0.01799413603382055
0,0.0,0.01773262504971158
0,0.0,0.017624822554804354
0,0.0,0.017444283830930125
0,0.0,0.017166890628946333
0,0.0,0.016513749615006672
0,0.0,0.01582940515840954
0,0.0,0.015827873427896006
0,0.0,0.01578787721975741
0,0.0,0.015759440830237614
0,0.0,0.015607744023065464
0,0.0,0.015592473704469324
0,0.0,0.015273862343999715
0,0.0,0.01526844736485332
0,0.0,0.014841897125752304
0,0.0,0.01391231681626109
0,0.0,0.013904822171067595
0,0.0,0.013871671844369852
0,0.0,0.013781302656286033
0,0.0,0.013104906323726826
0,0.0,0.013055792277329531
0,0.0,0.012680646878108735
0,0.0,0.011888608210507454
0,0.0,0.01171419000990648
0,0.0,0.011216251464205036
0,0.0,0.011131517281582287
0,0.0,0.011059359644409886
0,0.0,0.011002504584856753
0,0.0,0.010739921452122658
0,0.0,0.010721637975784837
0,0.0,0.010465317864947792
0,0.0,0.01045698311573554
0,0.0,0.010354541455396665
0,0.0,0.010138195830375238
0,0.0,0.010126575770301561
0,0.0,0.010073645575489756
0,0.0,0.009784761405294396
0,0.0,0.00975397122846185
0,0.0,0.009485821340939242
0,0.0,0.009431747134466869
0,0.0,0.009386603599443407
0,0.0,0.009231389978434664
0,0.0,0.008987602920704489
0,0.0,0.008813260044309032
0,0.0,0.008800546367261611
0,0.0,0.008676899823606069
0,0.0,0.008632553010418596
0,0.0,0.008451791473338263
0,0.0,0.008197023936310818
0,0.0,0.007811748107175193
0,0.0,0.0077396482890773
0,0.0,0.007698173639163995
0,0.0,0.007661529099965808
0,0.0,0.0074127675377647535
0,0.0,0.007405275570117009
0,0.0,0.0073521519098524776
0,0.0,0.007058679107320133
0,0.0,0.007047448211233502
0,0.0,0.006911878149613597
0,0.0,0.006784492079891859
0,0.0,0.006730978225773806
0,0.0,0.006704552172534532
0,0.0,0.00665784934142756
