componente_id,nodo_id,num_puntos,prefijo_mayoritario,porcentaje
79,cube856_cluster0,230,MRS,100.0
79,cube857_cluster0,54,MRS,100.0
79,cube795_cluster0,63,MRS,100.0
79,cube796_cluster0,15,MRS,100.0
79,cube908_cluster0,107,MRS,100.0
79,cube854_cluster0,108,MRS,100.0
80,cube798_cluster0,58,MRS,100.0
80,cube799_cluster0,58,MRS,100.0
81,cube867_cluster0,55,MRS,100.0
81,cube810_cluster0,176,MRS,100.0
81,cube809_cluster0,62,MRS,100.0
82,cube818_cluster0,60,MIA,100.0
82,cube817_cluster0,60,MIA,100.0
83,cube819_cluster0,58,MSFC,100.0
83,cube822_cluster0,58,MSFC,100.0
84,cube825_cluster0,58,MVIE,100.0
85,cube883_cluster0,98,MVIE,100.0
85,cube826_cluster0,174,MVIE,100.0
85,cube827_cluster0,58,MVIE,100.0
85,cube930_cluster0,57,MVIE,100.0
85,cube882_cluster0,112,MVIE,100.0
85,cube884_cluster0,112,MVIE,100.0
86,cube833_cluster0,57,MVIE,100.0
87,cube843_cluster0,45,MRS,100.0
87,cube942_cluster0,64,MRS,100.0
87,cube943_cluster0,116,MRS,100.0
87,cube894_cluster0,168,MRS,100.0
87,cube893_cluster0,61,MRS,100.0
87,cube941_cluster0,62,MRS,100.0
87,cube973_cluster0,57,MRS,100.0
87,cube905_cluster0,66,MRS,100.0
87,cube898_cluster0,56,MRS,100.0
87,cube952_cluster0,114,MRS,100.0
87,cube945_cluster0,54,MRS,100.0
87,cube944_cluster0,113,MRS,100.0
87,cube851_cluster0,108,MRS,100.0
87,cube903_cluster0,62,MRS,100.0
87,cube904_cluster0,283,MRS,100.0
87,cube842_cluster0,67,MRS,100.0
87,cube972_cluster0,155,MRS,100.0
87,cube895_cluster0,66,MRS,100.0
87,cube897_cluster0,118,MRS,100.0
87,cube951_cluster0,64,MRS,100.0
87,cube950_cluster0,62,MRS,100.0
88,cube900_cluster0,21,MRS,100.0
88,cube845_cluster0,54,MRS,100.0
88,cube931_cluster0,60,MRS,100.0
88,cube974_cluster0,57,MRS,100.0
88,cube946_cluster0,60,MRS,100.0
88,cube899_cluster0,55,MRS,100.0
88,cube901_cluster0,59,MRS,100.0
88,cube947_cluster0,118,MRS,100.0
88,cube948_cluster0,177,MRS,100.0
89,cube847_cluster0,57,MRS,100.0
90,cube848_cluster0,61,MRS,100.0
90,cube902_cluster0,57,MRS,100.0
91,cube915_cluster0,53,MRS,100.0
91,cube869_cluster0,54,MRS,100.0
91,cube913_cluster0,53,MRS,100.0
91,cube866_cluster0,54,MRS,100.0
92,cube873_cluster0,189,MIA,68.25
92,cube919_cluster0,60,MSC,100.0
92,cube920_cluster0,60,MSC,100.0
92,cube875_cluster0,60,MSC,100.0
92,cube917_cluster0,69,MSC,86.96
92,cube918_cluster0,62,MSC,96.77
92,cube876_cluster0,60,MSC,100.0
92,cube874_cluster0,60,MSC,100.0
93,cube886_cluster0,59,MVIE,100.0
94,cube889_cluster0,65,MRS,100.0
94,cube936_cluster0,48,MRS,100.0
94,cube888_cluster0,84,MRS,100.0
95,cube911_cluster0,58,MRS,100.0
96,cube924_cluster0,56,MSFC,100.0
96,cube921_cluster0,56,MSFC,100.0
96,cube955_cluster0,15,MSFC,100.0
96,cube956_cluster0,15,MSFC,100.0
97,cube959_cluster0,168,MVIE,100.0
97,cube928_cluster0,53,MVIE,100.0
98,cube962_cluster0,114,MRS,100.0
98,cube963_cluster0,20,MRS,100.0
98,cube949_cluster0,60,MRS,100.0
98,cube976_cluster0,20,MRS,100.0
98,cube975_cluster0,114,MRS,100.0
98,cube932_cluster0,60,MRS,100.0
99,cube968_cluster0,51,MRS,100.0
99,cube938_cluster0,54,MRS,100.0
100,cube939_cluster0,58,MRS,100.0
101,cube954_cluster0,107,MIA,100.0
101,cube953_cluster0,95,MIA,100.0
102,cube985_cluster0,54,MRS,100.0
102,cube965_cluster0,109,MRS,100.0
102,cube986_cluster0,58,MRS,100.0
103,cube978_cluster0,57,MVIE,100.0
103,cube979_cluster0,56,MVIE,100.0
104,cube982_cluster0,58,MVIE,100.0
105,cube988_cluster0,55,MRS,100.0
105,cube984_cluster0,55,MRS,100.0
106,cube992_cluster0,56,MVIE,100.0
106,cube990_cluster0,56,MVIE,100.0
