prefijo,porcentaje_a,archivo_a,porcentaje_b,archivo_b,dimension,distancia
MCEFL,10,persistencia_MCEFL_componente_1.csv,10,persistencia_MCEFL_componente_1.csv,0,0.0
MCEFL,10,persistencia_MCEFL_componente_1.csv,10,persistencia_MCEFL_componente_1.csv,1,0.0
MCEFL,10,persistencia_MCEFL_componente_1.csv,10,persistencia_MCEFL_componente_1.csv,2,0.0
MCEFL,10,persistencia_MCEFL_componente_1.csv,20,persistencia_MCEFL_componente_1.csv,0,0.25370777
MCEFL,10,persistencia_MCEFL_componente_1.csv,20,persistencia_MCEFL_componente_1.csv,1,0.035920892
MCEFL,10,persistencia_MCEFL_componente_1.csv,20,persistencia_MCEFL_componente_1.csv,2,0.0002711541
MCEFL,10,persistencia_MCEFL_componente_1.csv,20,persistencia_MCEFL_componente_7.csv,0,0.007832987
MCEFL,10,persistencia_MCEFL_componente_1.csv,20,persistencia_MCEFL_componente_7.csv,1,0.0020056132
MCEFL,10,persistencia_MCEFL_componente_1.csv,20,persistencia_MCEFL_componente_7.csv,2,2.9493283e-05
MCEFL,10,persistencia_MCEFL_componente_1.csv,30,persistencia_MCEFL_componente_10.csv,0,0.008889004
MCEFL,10,persistencia_MCEFL_componente_1.csv,30,persistencia_MCEFL_componente_10.csv,1,0.002742068
MCEFL,10,persistencia_MCEFL_componente_1.csv,30,persistencia_MCEFL_componente_10.csv,2,8.1899285e-05
MCEFL,10,persistencia_MCEFL_componente_1.csv,30,persistencia_MCEFL_componente_1.csv,0,0.10480501
MCEFL,10,persistencia_MCEFL_componente_1.csv,30,persistencia_MCEFL_componente_1.csv,1,0.0103455875
MCEFL,10,persistencia_MCEFL_componente_1.csv,30,persistencia_MCEFL_componente_1.csv,2,0.0018673079
MCEFL,10,persistencia_MCEFL_componente_1.csv,30,persistencia_MCEFL_componente_3.csv,0,0.0328286
MCEFL,10,persistencia_MCEFL_componente_1.csv,30,persistencia_MCEFL_componente_3.csv,1,0.0029026133
MCEFL,10,persistencia_MCEFL_componente_1.csv,30,persistencia_MCEFL_componente_3.csv,2,7.577704e-05
MCEFL,10,persistencia_MCEFL_componente_1.csv,40,persistencia_MCEFL_componente_10.csv,0,0.027163127
MCEFL,10,persistencia_MCEFL_componente_1.csv,40,persistencia_MCEFL_componente_10.csv,1,0.002885213
MCEFL,10,persistencia_MCEFL_componente_1.csv,40,persistencia_MCEFL_componente_10.csv,2,9.824234e-05
MCEFL,10,persistencia_MCEFL_componente_1.csv,40,persistencia_MCEFL_componente_1.csv,0,0.10617659
MCEFL,10,persistencia_MCEFL_componente_1.csv,40,persistencia_MCEFL_componente_1.csv,1,0.013441268
MCEFL,10,persistencia_MCEFL_componente_1.csv,40,persistencia_MCEFL_componente_1.csv,2,0.0033414147
MCEFL,10,persistencia_MCEFL_componente_1.csv,40,persistencia_MCEFL_componente_3.csv,0,0.039625414
MCEFL,10,persistencia_MCEFL_componente_1.csv,40,persistencia_MCEFL_componente_3.csv,1,0.0030500323
MCEFL,10,persistencia_MCEFL_componente_1.csv,40,persistencia_MCEFL_componente_3.csv,2,3.9268427e-05
MCEFL,10,persistencia_MCEFL_componente_1.csv,50,persistencia_MCEFL_componente_1.csv,0,0.5883376
MCEFL,10,persistencia_MCEFL_componente_1.csv,50,persistencia_MCEFL_componente_1.csv,1,0.08542904
