prefijo,porcentaje_a,archivo_a,porcentaje_b,archivo_b,dimension,distancia
MIA,10,persistencia_MIA_componente_1.csv,10,persistencia_MIA_componente_1.csv,0,5.095907e-07
MIA,10,persistencia_MIA_componente_1.csv,10,persistencia_MIA_componente_1.csv,1,0.0
MIA,10,persistencia_MIA_componente_1.csv,10,persistencia_MIA_componente_1.csv,2,0.0
MIA,10,persistencia_MIA_componente_1.csv,10,persistencia_MIA_componente_5.csv,0,0.2076043
MIA,10,persistencia_MIA_componente_1.csv,10,persistencia_MIA_componente_5.csv,1,0.038996324
MIA,10,persistencia_MIA_componente_1.csv,20,persistencia_MIA_componente_2.csv,0,0.07600739
MIA,10,persistencia_MIA_componente_1.csv,20,persistencia_MIA_componente_2.csv,1,0.029783608
MIA,10,persistencia_MIA_componente_1.csv,20,persistencia_MIA_componente_2.csv,2,0.008379696
MIA,10,persistencia_MIA_componente_1.csv,30,persistencia_MIA_componente_3.csv,0,0.09351843
MIA,10,persistencia_MIA_componente_1.csv,30,persistencia_MIA_componente_3.csv,1,0.03631591
MIA,10,persistencia_MIA_componente_1.csv,30,persistencia_MIA_componente_3.csv,2,0.008295688
MIA,10,persistencia_MIA_componente_1.csv,40,persistencia_MIA_componente_2.csv,0,0.24548778
MIA,10,persistencia_MIA_componente_1.csv,40,persistencia_MIA_componente_2.csv,1,0.039786708
MIA,10,persistencia_MIA_componente_1.csv,40,persistencia_MIA_componente_2.csv,2,0.01007314
MIA,10,persistencia_MIA_componente_1.csv,50,persistencia_MIA_componente_2.csv,0,0.04998786
MIA,10,persistencia_MIA_componente_1.csv,50,persistencia_MIA_componente_2.csv,1,0.032412793
MIA,10,persistencia_MIA_componente_1.csv,50,persistencia_MIA_componente_2.csv,2,0.008690274
MIA,10,persistencia_MIA_componente_1.csv,50,persistencia_MIA_componente_1.csv,0,0.41209036
MIA,10,persistencia_MIA_componente_1.csv,50,persistencia_MIA_componente_1.csv,1,0.08999669
MIA,10,persistencia_MIA_componente_1.csv,50,persistencia_MIA_componente_1.csv,2,0.023965813
MIA,10,persistencia_MIA_componente_1.csv,50,persistencia_MIA_componente_5.csv,0,0.22734237
MIA,10,persistencia_MIA_componente_1.csv,50,persistencia_MIA_componente_5.csv,1,0.03451441
MIA,10,persistencia_MIA_componente_1.csv,50,persistencia_MIA_componente_5.csv,2,0.0030533015
MIA,10,persistencia_MIA_componente_1.csv,50,persistencia_MIA_componente_3.csv,0,0.24210049
MIA,10,persistencia_MIA_componente_1.csv,50,persistencia_MIA_componente_3.csv,1,0.03892251
MIA,10,persistencia_MIA_componente_1.csv,50,persistencia_MIA_componente_3.csv,2,0.0030503669
MIA,10,persistencia_MIA_componente_1.csv,60,persistencia_MIA_componente_2.csv,0,0.24137935
MIA,10,persistencia_MIA_componente_1.csv,60,persistencia_MIA_componente_2.csv,1,0.038924955
MIA,10,persistencia_MIA_componente_1.csv,60,persistencia_MIA_componente_2.csv,2,0.0030505264
MIA,10,persistencia_MIA_componente_1.csv,60,persistencia_MIA_componente_1.csv,0,0.40978956
MIA,10,persistencia_MIA_componente_1.csv,60,persistencia_MIA_componente_1.csv,1,0.091628276
MIA,10,persistencia_MIA_componente_1.csv,60,persistencia_MIA_componente_1.csv,2,0.022119893
MIA,10,persistencia_MIA_componente_1.csv,60,persistencia_MIA_componente_6.csv,0,0.3483956
MIA,10,persistencia_MIA_componente_1.csv,60,persistencia_MIA_componente_6.csv,1,0.04069633
MIA,10,persistencia_MIA_componente_1.csv,60,persistencia_MIA_componente_6.csv,2,0.0030526603
MIA,10,persistencia_MIA_componente_1.csv,60,persistencia_MIA_componente_3.csv,0,0.0493763
MIA,10,persistencia_MIA_componente_1.csv,60,persistencia_MIA_componente_3.csv,1,0.034246232
MIA,10,persistencia_MIA_componente_1.csv,60,persistencia_MIA_componente_3.csv,2,0.0058925687
MIA,10,persistencia_MIA_componente_1.csv,70,persistencia_MIA_componente_1.csv,0,0.40498206
MIA,10,persistencia_MIA_componente_1.csv,70,persistencia_MIA_componente_1.csv,1,0.08980809
MIA,10,persistencia_MIA_componente_1.csv,70,persistencia_MIA_componente_1.csv,2,0.023089342
MIA,10,persistencia_MIA_componente_1.csv,70,persistencia_MIA_componente_3.csv,0,0.055091716
MIA,10,persistencia_MIA_componente_1.csv,70,persistencia_MIA_componente_3.csv,1,0.033274617
MIA,10,persistencia_MIA_componente_1.csv,70,persistencia_MIA_componente_3.csv,2,0.010331181
MIA,10,persistencia_MIA_componente_1.csv,80,persistencia_MIA_componente_2.csv,0,0.051981427
MIA,10,persistencia_MIA_componente_1.csv,80,persistencia_MIA_componente_2.csv,1,0.033873416
MIA,10,persistencia_MIA_componente_1.csv,80,persistencia_MIA_componente_2.csv,2,0.008873022
MIA,10,persistencia_MIA_componente_1.csv,80,persistencia_MIA_componente_1.csv,0,0.41788024
MIA,10,persistencia_MIA_componente_1.csv,80,persistencia_MIA_componente_1.csv,1,0.091628954
MIA,10,persistencia_MIA_componente_1.csv,80,persistencia_MIA_componente_1.csv,2,0.023784142
MIA,10,persistencia_MIA_componente_1.csv,90,persistencia_MIA_componente_2.csv,0,0.09340055
MIA,10,persistencia_MIA_componente_1.csv,90,persistencia_MIA_componente_2.csv,1,0.032751
MIA,10,persistencia_MIA_componente_1.csv,90,persistencia_MIA_componente_2.csv,2,0.0052170837
MIA,10,persistencia_MIA_componente_1.csv,90,persistencia_MIA_componente_1.csv,0,0.557008
MIA,10,persistencia_MIA_componente_1.csv,90,persistencia_MIA_componente_1.csv,1,0.08016924
MIA,10,persistencia_MIA_componente_1.csv,90,persistencia_MIA_componente_1.csv,2,0.020930182
MIA,10,persistencia_MIA_componente_1.csv,100,persistencia_MIA_componente_1.csv,0,0.78995574
MIA,10,persistencia_MIA_componente_1.csv,100,persistencia_MIA_componente_1.csv,1,0.09337698
MIA,10,persistencia_MIA_componente_1.csv,100,persistencia_MIA_componente_1.csv,2,0.019484794
MIA,10,persistencia_MIA_componente_5.csv,10,persistencia_MIA_componente_1.csv,0,0.2076043
MIA,10,persistencia_MIA_componente_5.csv,10,persistencia_MIA_componente_1.csv,1,0.038996324
MIA,10,persistencia_MIA_componente_5.csv,10,persistencia_MIA_componente_5.csv,0,0.0
MIA,10,persistencia_MIA_componente_5.csv,10,persistencia_MIA_componente_5.csv,1,0.0
MIA,10,persistencia_MIA_componente_5.csv,20,persistencia_MIA_componente_2.csv,0,0.23375411
MIA,10,persistencia_MIA_componente_5.csv,20,persistencia_MIA_componente_2.csv,1,0.049913704
MIA,10,persistencia_MIA_componente_5.csv,30,persistencia_MIA_componente_3.csv,0,0.23850778
MIA,10,persistencia_MIA_componente_5.csv,30,persistencia_MIA_componente_3.csv,1,0.056391776
MIA,10,persistencia_MIA_componente_5.csv,40,persistencia_MIA_componente_2.csv,0,0.3272949
MIA,10,persistencia_MIA_componente_5.csv,40,persistencia_MIA_componente_2.csv,1,0.057599373
MIA,10,persistencia_MIA_componente_5.csv,50,persistencia_MIA_componente_2.csv,0,0.23396577
MIA,10,persistencia_MIA_componente_5.csv,50,persistencia_MIA_componente_2.csv,1,0.044800512
MIA,10,persistencia_MIA_componente_5.csv,50,persistencia_MIA_componente_1.csv,0,0.4804553
MIA,10,persistencia_MIA_componente_5.csv,50,persistencia_MIA_componente_1.csv,1,0.1033538
MIA,10,persistencia_MIA_componente_5.csv,50,persistencia_MIA_componente_5.csv,0,0.0727224
MIA,10,persistencia_MIA_componente_5.csv,50,persistencia_MIA_componente_5.csv,1,0.015747635
MIA,10,persistencia_MIA_componente_5.csv,50,persistencia_MIA_componente_3.csv,0,0.105846085
MIA,10,persistencia_MIA_componente_5.csv,50,persistencia_MIA_componente_3.csv,1,0.008012186
MIA,10,persistencia_MIA_componente_5.csv,60,persistencia_MIA_componente_2.csv,0,0.10414307
MIA,10,persistencia_MIA_componente_5.csv,60,persistencia_MIA_componente_2.csv,1,0.008011652
MIA,10,persistencia_MIA_componente_5.csv,60,persistencia_MIA_componente_1.csv,0,0.48016495
MIA,10,persistencia_MIA_componente_5.csv,60,persistencia_MIA_componente_1.csv,1,0.107835636
MIA,10,persistencia_MIA_componente_5.csv,60,persistencia_MIA_componente_6.csv,0,0.27127615
MIA,10,persistencia_MIA_componente_5.csv,60,persistencia_MIA_componente_6.csv,1,0.02386372
MIA,10,persistencia_MIA_componente_5.csv,60,persistencia_MIA_componente_3.csv,0,0.22965193
MIA,10,persistencia_MIA_componente_5.csv,60,persistencia_MIA_componente_3.csv,1,0.04751752
MIA,10,persistencia_MIA_componente_5.csv,70,persistencia_MIA_componente_1.csv,0,0.47554183
MIA,10,persistencia_MIA_componente_5.csv,70,persistencia_MIA_componente_1.csv,1,0.10429652
MIA,10,persistencia_MIA_componente_5.csv,70,persistencia_MIA_componente_3.csv,0,0.22795683
