prefijo,porcentaje_a,archivo_a,porcentaje_b,archivo_b,dimension,distancia
MIA,10,persistencia_MIA_componente_1.csv,10,persistencia_MIA_componente_1.csv,0,7.593018e-07
MIA,10,persistencia_MIA_componente_1.csv,10,persistencia_MIA_componente_1.csv,1,0.0
MIA,10,persistencia_MIA_componente_1.csv,10,persistencia_MIA_componente_1.csv,2,0.0
MIA,10,persistencia_MIA_componente_1.csv,20,persistencia_MIA_componente_2.csv,0,0.38808453
MIA,10,persistencia_MIA_componente_1.csv,20,persistencia_MIA_componente_2.csv,1,0.041489795
MIA,10,persistencia_MIA_componente_1.csv,20,persistencia_MIA_componente_2.csv,2,0.007721041
MIA,10,persistencia_MIA_componente_1.csv,30,persistencia_MIA_componente_2.csv,0,0.3920398
MIA,10,persistencia_MIA_componente_1.csv,30,persistencia_MIA_componente_2.csv,1,0.045703072
MIA,10,persistencia_MIA_componente_1.csv,30,persistencia_MIA_componente_2.csv,2,0.009656578
MIA,10,persistencia_MIA_componente_1.csv,40,persistencia_MIA_componente_1.csv,0,0.2548169
MIA,10,persistencia_MIA_componente_1.csv,40,persistencia_MIA_componente_1.csv,1,0.062362906
MIA,10,persistencia_MIA_componente_1.csv,40,persistencia_MIA_componente_1.csv,2,0.009008052
MIA,10,persistencia_MIA_componente_1.csv,50,persistencia_MIA_componente_2.csv,0,0.4616654
MIA,10,persistencia_MIA_componente_1.csv,50,persistencia_MIA_componente_2.csv,1,0.045832172
MIA,10,persistencia_MIA_componente_1.csv,50,persistencia_MIA_componente_2.csv,2,0.005800849
MIA,10,persistencia_MIA_componente_1.csv,50,persistencia_MIA_componente_1.csv,0,0.5527856
MIA,10,persistencia_MIA_componente_1.csv,50,persistencia_MIA_componente_1.csv,1,0.09820289
MIA,10,persistencia_MIA_componente_1.csv,50,persistencia_MIA_componente_1.csv,2,0.023600785
MIA,10,persistencia_MIA_componente_1.csv,50,persistencia_MIA_componente_5.csv,0,0.468375
MIA,10,persistencia_MIA_componente_1.csv,50,persistencia_MIA_componente_5.csv,1,0.046444546
MIA,10,persistencia_MIA_componente_1.csv,50,persistencia_MIA_componente_3.csv,0,0.3828074
MIA,10,persistencia_MIA_componente_1.csv,50,persistencia_MIA_componente_3.csv,1,0.046808507
MIA,10,persistencia_MIA_componente_1.csv,50,persistencia_MIA_componente_3.csv,2,0.009842849
MIA,10,persistencia_MIA_componente_1.csv,60,persistencia_MIA_componente_1.csv,0,0.55538315
MIA,10,persistencia_MIA_componente_1.csv,60,persistencia_MIA_componente_1.csv,1,0.098870635
MIA,10,persistencia_MIA_componente_1.csv,60,persistencia_MIA_componente_1.csv,2,0.023349717
MIA,10,persistencia_MIA_componente_1.csv,60,persistencia_MIA_componente_3.csv,0,0.3832121
MIA,10,persistencia_MIA_componente_1.csv,60,persistencia_MIA_componente_3.csv,1,0.04639328
MIA,10,persistencia_MIA_componente_1.csv,60,persistencia_MIA_componente_3.csv,2,0.004706014
MIA,10,persistencia_MIA_componente_1.csv,70,persistencia_MIA_componente_2.csv,0,0.3832542
MIA,10,persistencia_MIA_componente_1.csv,70,persistencia_MIA_componente_2.csv,1,0.046066254
MIA,10,persistencia_MIA_componente_1.csv,70,persistencia_MIA_componente_2.csv,2,0.007760115
MIA,10,persistencia_MIA_componente_1.csv,70,persistencia_MIA_componente_1.csv,0,0.46544006
MIA,10,persistencia_MIA_componente_1.csv,70,persistencia_MIA_componente_1.csv,1,0.046442218
MIA,10,persistencia_MIA_componente_1.csv,70,persistencia_MIA_componente_1.csv,2,0.0058007413
