prefijo,porcentaje_a,archivo_a,porcentaje_b,archivo_b,dimension,distancia
MIA,10,persistencia_MIA_componente_1.csv,10,persistencia_MIA_componente_1.csv,0,0.0
MIA,10,persistencia_MIA_componente_1.csv,10,persistencia_MIA_componente_1.csv,1,0.0
MIA,10,persistencia_MIA_componente_1.csv,10,persistencia_MIA_componente_1.csv,2,0.0
MIA,10,persistencia_MIA_componente_1.csv,20,persistencia_MIA_componente_1.csv,0,0.4619477
MIA,10,persistencia_MIA_componente_1.csv,20,persistencia_MIA_componente_1.csv,1,0.03971446
MIA,10,persistencia_MIA_componente_1.csv,20,persistencia_MIA_componente_1.csv,2,0.004468272
MIA,10,persistencia_MIA_componente_1.csv,20,persistencia_MIA_componente_3.csv,0,0.41084653
MIA,10,persistencia_MIA_componente_1.csv,20,persistencia_MIA_componente_3.csv,1,0.03654613
MIA,10,persistencia_MIA_componente_1.csv,20,persistencia_MIA_componente_3.csv,2,0.007015665
MIA,10,persistencia_MIA_componente_1.csv,30,persistencia_MIA_componente_2.csv,0,0.4147504
MIA,10,persistencia_MIA_componente_1.csv,30,persistencia_MIA_componente_2.csv,1,0.04437784
MIA,10,persistencia_MIA_componente_1.csv,30,persistencia_MIA_componente_2.csv,2,0.009463468
MIA,10,persistencia_MIA_componente_1.csv,40,persistencia_MIA_componente_3.csv,0,0.2647845
MIA,10,persistencia_MIA_componente_1.csv,40,persistencia_MIA_componente_3.csv,1,0.04764249
MIA,10,persistencia_MIA_componente_1.csv,40,persistencia_MIA_componente_3.csv,2,0.0095697865
MIA,10,persistencia_MIA_componente_1.csv,50,persistencia_MIA_componente_2.csv,0,0.4071304
MIA,10,persistencia_MIA_componente_1.csv,50,persistencia_MIA_componente_2.csv,1,0.039746888
MIA,10,persistencia_MIA_componente_1.csv,50,persistencia_MIA_componente_2.csv,2,0.0093772635
MIA,10,persistencia_MIA_componente_1.csv,50,persistencia_MIA_componente_1.csv,0,0.48775673
MIA,10,persistencia_MIA_componente_1.csv,50,persistencia_MIA_componente_1.csv,1,0.044571534
MIA,10,persistencia_MIA_componente_1.csv,50,persistencia_MIA_componente_5.csv,0,0.48373428
MIA,10,persistencia_MIA_componente_1.csv,50,persistencia_MIA_componente_5.csv,1,0.04419903
MIA,10,persistencia_MIA_componente_1.csv,50,persistencia_MIA_componente_5.csv,2,0.0044586076
MIA,10,persistencia_MIA_componente_1.csv,50,persistencia_MIA_componente_3.csv,0,0.56534195
MIA,10,persistencia_MIA_componente_1.csv,50,persistencia_MIA_componente_3.csv,1,0.09069133
MIA,10,persistencia_MIA_componente_1.csv,50,persistencia_MIA_componente_3.csv,2,0.023617579
MIA,10,persistencia_MIA_componente_1.csv,60,persistencia_MIA_componente_2.csv,0,0.5454016
MIA,10,persistencia_MIA_componente_1.csv,60,persistencia_MIA_componente_2.csv,1,0.09533394
MIA,10,persistencia_MIA_componente_1.csv,60,persistencia_MIA_componente_2.csv,2,0.022699019
MIA,10,persistencia_MIA_componente_1.csv,60,persistencia_MIA_componente_1.csv,0,0.4877846
MIA,10,persistencia_MIA_componente_1.csv,60,persistencia_MIA_componente_1.csv,1,0.044570737
MIA,10,persistencia_MIA_componente_1.csv,60,persistencia_MIA_componente_1.csv,2,0.004457287
MIA,10,persistencia_MIA_componente_1.csv,60,persistencia_MIA_componente_3.csv,0,0.40688038
MIA,10,persistencia_MIA_componente_1.csv,60,persistencia_MIA_componente_3.csv,1,0.038955025
MIA,10,persistencia_MIA_componente_1.csv,60,persistencia_MIA_componente_3.csv,2,0.0054069944
MIA,10,persistencia_MIA_componente_1.csv,70,persistencia_MIA_componente_2.csv,0,0.40686834
MIA,10,persistencia_MIA_componente_1.csv,70,persistencia_MIA_componente_2.csv,1,0.043092366
MIA,10,persistencia_MIA_componente_1.csv,70,persistencia_MIA_componente_2.csv,2,0.008610786
MIA,10,persistencia_MIA_componente_1.csv,70,persistencia_MIA_componente_1.csv,0,0.5533453
MIA,10,persistencia_MIA_componente_1.csv,70,persistencia_MIA_componente_1.csv,1,0.10030941
MIA,10,persistencia_MIA_componente_1.csv,70,persistencia_MIA_componente_1.csv,2,0.021139618
MIA,10,persistencia_MIA_componente_1.csv,80,persistencia_MIA_componente_2.csv,0,0.40665898
MIA,10,persistencia_MIA_componente_1.csv,80,persistencia_MIA_componente_2.csv,1,0.0380046
MIA,10,persistencia_MIA_componente_1.csv,80,persistencia_MIA_componente_2.csv,2,0.010600642
MIA,10,persistencia_MIA_componente_1.csv,80,persistencia_MIA_componente_1.csv,0,0.53746164
MIA,10,persistencia_MIA_componente_1.csv,80,persistencia_MIA_componente_1.csv,1,0.09544399
MIA,10,persistencia_MIA_componente_1.csv,80,persistencia_MIA_componente_1.csv,2,0.023986876
MIA,10,persistencia_MIA_componente_1.csv,90,persistencia_MIA_componente_2.csv,0,0.42028376
MIA,10,persistencia_MIA_componente_1.csv,90,persistencia_MIA_componente_2.csv,1,0.039810248
MIA,10,persistencia_MIA_componente_1.csv,90,persistencia_MIA_componente_2.csv,2,0.00557356
MIA,10,persistencia_MIA_componente_1.csv,90,persistencia_MIA_componente_1.csv,0,0.5440547
MIA,10,persistencia_MIA_componente_1.csv,90,persistencia_MIA_componente_1.csv,1,0.078282654
MIA,10,persistencia_MIA_componente_1.csv,90,persistencia_MIA_componente_1.csv,2,0.018390726
MIA,10,persistencia_MIA_componente_1.csv,100,persistencia_MIA_componente_1.csv,0,0.74871105
MIA,10,persistencia_MIA_componente_1.csv,100,persistencia_MIA_componente_1.csv,1,0.102953546
MIA,10,persistencia_MIA_componente_1.csv,100,persistencia_MIA_componente_1.csv,2,0.020921601
WIDSL,10,persistencia_WIDSL_componente_4.csv,10,persistencia_WIDSL_componente_4.csv,0,0.0
WIDSL,10,persistencia_WIDSL_componente_4.csv,10,persistencia_WIDSL_componente_4.csv,1,0.0
WIDSL,10,persistencia_WIDSL_componente_4.csv,10,persistencia_WIDSL_componente_4.csv,2,0.0
WIDSL,10,persistencia_WIDSL_componente_4.csv,30,persistencia_WIDSL_componente_1.csv,0,0.014496001
WIDSL,10,persistencia_WIDSL_componente_4.csv,30,persistencia_WIDSL_componente_1.csv,1,0.00072693365
