prefijo,porcentaje_a,archivo_a,porcentaje_b,archivo_b,dimension,distancia
MIA,10,persistencia_MIA_componente_1.csv,10,persistencia_MIA_componente_1.csv,0,1.2419738e-06
MIA,10,persistencia_MIA_componente_1.csv,10,persistencia_MIA_componente_1.csv,1,0.0
MIA,10,persistencia_MIA_componente_1.csv,10,persistencia_MIA_componente_1.csv,2,0.0
MIA,10,persistencia_MIA_componente_1.csv,20,persistencia_MIA_componente_1.csv,0,0.44761774
MIA,10,persistencia_MIA_componente_1.csv,20,persistencia_MIA_componente_1.csv,1,0.033793002
MIA,10,persistencia_MIA_componente_1.csv,20,persistencia_MIA_componente_1.csv,2,0.0046439623
MIA,10,persistencia_MIA_componente_1.csv,20,persistencia_MIA_componente_3.csv,0,0.39437532
MIA,10,persistencia_MIA_componente_1.csv,20,persistencia_MIA_componente_3.csv,1,0.027533792
MIA,10,persistencia_MIA_componente_1.csv,20,persistencia_MIA_componente_3.csv,2,0.009102868
MIA,10,persistencia_MIA_componente_1.csv,30,persistencia_MIA_componente_2.csv,0,0.39889008
MIA,10,persistencia_MIA_componente_1.csv,30,persistencia_MIA_componente_2.csv,1,0.036294308
MIA,10,persistencia_MIA_componente_1.csv,30,persistencia_MIA_componente_2.csv,2,0.011482892
MIA,10,persistencia_MIA_componente_1.csv,40,persistencia_MIA_componente_3.csv,0,0.25184286
MIA,10,persistencia_MIA_componente_1.csv,40,persistencia_MIA_componente_3.csv,1,0.041289102
MIA,10,persistencia_MIA_componente_1.csv,40,persistencia_MIA_componente_3.csv,2,0.010306049
MIA,10,persistencia_MIA_componente_1.csv,50,persistencia_MIA_componente_2.csv,0,0.39023793
MIA,10,persistencia_MIA_componente_1.csv,50,persistencia_MIA_componente_2.csv,1,0.03060582
MIA,10,persistencia_MIA_componente_1.csv,50,persistencia_MIA_componente_2.csv,2,0.008729596
MIA,10,persistencia_MIA_componente_1.csv,50,persistencia_MIA_componente_1.csv,0,0.47399065
MIA,10,persistencia_MIA_componente_1.csv,50,persistencia_MIA_componente_1.csv,1,0.038727686
MIA,10,persistencia_MIA_componente_1.csv,50,persistencia_MIA_componente_5.csv,0,0.46985683
MIA,10,persistencia_MIA_componente_1.csv,50,persistencia_MIA_componente_5.csv,1,0.037481513
MIA,10,persistencia_MIA_componente_1.csv,50,persistencia_MIA_componente_5.csv,2,0.0046365946
MIA,10,persistencia_MIA_componente_1.csv,50,persistencia_MIA_componente_3.csv,0,0.42956853
MIA,10,persistencia_MIA_componente_1.csv,50,persistencia_MIA_componente_3.csv,1,0.08731318
MIA,10,persistencia_MIA_componente_1.csv,50,persistencia_MIA_componente_3.csv,2,0.02343942
MIA,10,persistencia_MIA_componente_1.csv,60,persistencia_MIA_componente_2.csv,0,0.55722445
MIA,10,persistencia_MIA_componente_1.csv,60,persistencia_MIA_componente_2.csv,1,0.09154126
MIA,10,persistencia_MIA_componente_1.csv,60,persistencia_MIA_componente_2.csv,2,0.023533145
MIA,10,persistencia_MIA_componente_1.csv,60,persistencia_MIA_componente_1.csv,0,0.47400394
MIA,10,persistencia_MIA_componente_1.csv,60,persistencia_MIA_componente_1.csv,1,0.03872694
MIA,10,persistencia_MIA_componente_1.csv,60,persistencia_MIA_componente_1.csv,2,0.004635776
MIA,10,persistencia_MIA_componente_1.csv,60,persistencia_MIA_componente_3.csv,0,0.39042544
MIA,10,persistencia_MIA_componente_1.csv,60,persistencia_MIA_componente_3.csv,1,0.02905271
MIA,10,persistencia_MIA_componente_1.csv,60,persistencia_MIA_componente_3.csv,2,0.0047921827
MIA,10,persistencia_MIA_componente_1.csv,70,persistencia_MIA_componente_2.csv,0,0.39016816
MIA,10,persistencia_MIA_componente_1.csv,70,persistencia_MIA_componente_2.csv,1,0.034306068
MIA,10,persistencia_MIA_componente_1.csv,70,persistencia_MIA_componente_2.csv,2,0.009044572
MIA,10,persistencia_MIA_componente_1.csv,70,persistencia_MIA_componente_1.csv,0,0.5463054
MIA,10,persistencia_MIA_componente_1.csv,70,persistencia_MIA_componente_1.csv,1,0.095795386
MIA,10,persistencia_MIA_componente_1.csv,70,persistencia_MIA_componente_1.csv,2,0.0218165
MIA,10,persistencia_MIA_componente_1.csv,80,persistencia_MIA_componente_2.csv,0,0.39001998
MIA,10,persistencia_MIA_componente_1.csv,80,persistencia_MIA_componente_2.csv,1,0.029505994
MIA,10,persistencia_MIA_componente_1.csv,80,persistencia_MIA_componente_2.csv,2,0.009370766
MIA,10,persistencia_MIA_componente_1.csv,80,persistencia_MIA_componente_1.csv,0,0.52985644
MIA,10,persistencia_MIA_componente_1.csv,80,persistencia_MIA_componente_1.csv,1,0.09094557
MIA,10,persistencia_MIA_componente_1.csv,80,persistencia_MIA_componente_1.csv,2,0.024841754
MIA,10,persistencia_MIA_componente_1.csv,90,persistencia_MIA_componente_2.csv,0,0.4044219
