prefijo,porcentaje_a,archivo_a,porcentaje_b,archivo_b,dimension,distancia
MCEFL,10,persistencia_MCEFL_componente_1.csv,10,persistencia_MCEFL_componente_1.csv,0,0.0
MCEFL,10,persistencia_MCEFL_componente_1.csv,10,persistencia_MCEFL_componente_1.csv,1,0.0
MCEFL,10,persistencia_MCEFL_componente_1.csv,10,persistencia_MCEFL_componente_11.csv,0,0.15606971
MCEFL,10,persistencia_MCEFL_componente_1.csv,10,persistencia_MCEFL_componente_11.csv,1,0.026952079
MCEFL,10,persistencia_MCEFL_componente_1.csv,20,persistencia_MCEFL_componente_10.csv,0,0.15458012
MCEFL,10,persistencia_MCEFL_componente_1.csv,20,persistencia_MCEFL_componente_10.csv,1,0.027053662
MCEFL,10,persistencia_MCEFL_componente_1.csv,20,persistencia_MCEFL_componente_1.csv,0,0.08049497
MCEFL,10,persistencia_MCEFL_componente_1.csv,20,persistencia_MCEFL_componente_1.csv,1,0.026150193
MCEFL,10,persistencia_MCEFL_componente_1.csv,30,persistencia_MCEFL_componente_10.csv,0,0.15426399
MCEFL,10,persistencia_MCEFL_componente_1.csv,30,persistencia_MCEFL_componente_10.csv,1,0.02697941
MCEFL,10,persistencia_MCEFL_componente_1.csv,30,persistencia_MCEFL_componente_1.csv,0,0.071506694
MCEFL,10,persistencia_MCEFL_componente_1.csv,30,persistencia_MCEFL_componente_1.csv,1,0.026922524
MCEFL,10,persistencia_MCEFL_componente_1.csv,30,persistencia_MCEFL_componente_3.csv,0,0.1488906
MCEFL,10,persistencia_MCEFL_componente_1.csv,30,persistencia_MCEFL_componente_3.csv,1,0.026970334
MCEFL,10,persistencia_MCEFL_componente_1.csv,40,persistencia_MCEFL_componente_10.csv,0,0.15643194
MCEFL,10,persistencia_MCEFL_componente_1.csv,40,persistencia_MCEFL_componente_10.csv,1,0.027383503
MCEFL,10,persistencia_MCEFL_componente_1.csv,40,persistencia_MCEFL_componente_1.csv,0,0.06565102
MCEFL,10,persistencia_MCEFL_componente_1.csv,40,persistencia_MCEFL_componente_1.csv,1,0.027833309
MCEFL,10,persistencia_MCEFL_componente_1.csv,40,persistencia_MCEFL_componente_3.csv,0,0.15244445
MCEFL,10,persistencia_MCEFL_componente_1.csv,40,persistencia_MCEFL_componente_3.csv,1,0.026976671
MCEFL,10,persistencia_MCEFL_componente_1.csv,50,persistencia_MCEFL_componente_9.csv,0,0.098872215
MCEFL,10,persistencia_MCEFL_componente_1.csv,50,persistencia_MCEFL_componente_9.csv,1,0.032864045
MCEFL,10,persistencia_MCEFL_componente_1.csv,50,persistencia_MCEFL_componente_1.csv,0,0.5415608
MCEFL,10,persistencia_MCEFL_componente_1.csv,50,persistencia_MCEFL_componente_1.csv,1,0.08726707
MCEFL,10,persistencia_MCEFL_componente_1.csv,50,persistencia_MCEFL_componente_2.csv,0,0.076645106
MCEFL,10,persistencia_MCEFL_componente_1.csv,50,persistencia_MCEFL_componente_2.csv,1,0.026699482
MCEFL,10,persistencia_MCEFL_componente_1.csv,50,persistencia_MCEFL_componente_4.csv,0,0.10358893
MCEFL,10,persistencia_MCEFL_componente_1.csv,50,persistencia_MCEFL_componente_4.csv,1,0.026964169
MCEFL,10,persistencia_MCEFL_componente_1.csv,50,persistencia_MCEFL_componente_3.csv,0,0.1500987
