prefijo,porcentaje_a,archivo_a,porcentaje_b,archivo_b,dimension,distancia
MIA,10,persistencia_MIA_componente_18.csv,10,persistencia_MIA_componente_18.csv,0,0.0
MIA,10,persistencia_MIA_componente_18.csv,10,persistencia_MIA_componente_18.csv,1,0.0
MIA,10,persistencia_MIA_componente_18.csv,10,persistencia_MIA_componente_18.csv,2,0.0
MIA,10,persistencia_MIA_componente_18.csv,10,persistencia_MIA_componente_1.csv,0,0.10549846
MIA,10,persistencia_MIA_componente_18.csv,10,persistencia_MIA_componente_1.csv,1,0.02895254
MIA,10,persistencia_MIA_componente_18.csv,10,persistencia_MIA_componente_20.csv,0,0.087911785
MIA,10,persistencia_MIA_componente_18.csv,10,persistencia_MIA_componente_20.csv,1,0.01849758
MIA,10,persistencia_MIA_componente_18.csv,10,persistencia_MIA_componente_20.csv,2,0.00022168142
MIA,10,persistencia_MIA_componente_18.csv,20,persistencia_MIA_componente_18.csv,0,0.115479745
MIA,10,persistencia_MIA_componente_18.csv,20,persistencia_MIA_componente_18.csv,1,0.027934935
MIA,10,persistencia_MIA_componente_18.csv,20,persistencia_MIA_componente_18.csv,2,0.0031480456
MIA,10,persistencia_MIA_componente_18.csv,20,persistencia_MIA_componente_2.csv,0,0.26397318
MIA,10,persistencia_MIA_componente_18.csv,20,persistencia_MIA_componente_2.csv,1,0.037502475
MIA,10,persistencia_MIA_componente_18.csv,20,persistencia_MIA_componente_2.csv,2,0.0005727732
MIA,10,persistencia_MIA_componente_18.csv,20,persistencia_MIA_componente_17.csv,0,0.24827397
MIA,10,persistencia_MIA_componente_18.csv,20,persistencia_MIA_componente_17.csv,1,0.041570872
MIA,10,persistencia_MIA_componente_18.csv,20,persistencia_MIA_componente_17.csv,2,0.00023070087
MIA,10,persistencia_MIA_componente_18.csv,20,persistencia_MIA_componente_1.csv,0,0.110535786
MIA,10,persistencia_MIA_componente_18.csv,20,persistencia_MIA_componente_1.csv,1,0.013044555
MIA,10,persistencia_MIA_componente_18.csv,20,persistencia_MIA_componente_1.csv,2,0.0004046728
MIA,10,persistencia_MIA_componente_18.csv,20,persistencia_MIA_componente_9.csv,0,0.09263376
MIA,10,persistencia_MIA_componente_18.csv,20,persistencia_MIA_componente_9.csv,1,0.009031357
MIA,10,persistencia_MIA_componente_18.csv,20,persistencia_MIA_componente_9.csv,2,0.00022303099
MIA,10,persistencia_MIA_componente_18.csv,20,persistencia_MIA_componente_14.csv,0,0.2270968
MIA,10,persistencia_MIA_componente_18.csv,20,persistencia_MIA_componente_14.csv,1,0.03285605
MIA,10,persistencia_MIA_componente_18.csv,20,persistencia_MIA_componente_14.csv,2,0.0004838173
MIA,10,persistencia_MIA_componente_18.csv,30,persistencia_MIA_componente_1.csv,0,0.80539316
MIA,10,persistencia_MIA_componente_18.csv,30,persistencia_MIA_componente_1.csv,1,0.10201764
MIA,10,persistencia_MIA_componente_18.csv,30,persistencia_MIA_componente_1.csv,2,0.0048248307
MIA,10,persistencia_MIA_componente_18.csv,30,persistencia_MIA_componente_7.csv,0,0.25708157
MIA,10,persistencia_MIA_componente_18.csv,30,persistencia_MIA_componente_7.csv,1,0.044087585
MIA,10,persistencia_MIA_componente_18.csv,30,persistencia_MIA_componente_7.csv,2,0.0018928123
MIA,10,persistencia_MIA_componente_18.csv,40,persistencia_MIA_componente_1.csv,0,0.9993865
MIA,10,persistencia_MIA_componente_18.csv,40,persistencia_MIA_componente_1.csv,1,0.2119785
MIA,10,persistencia_MIA_componente_18.csv,40,persistencia_MIA_componente_1.csv,2,0.013320463
MIA,10,persistencia_MIA_componente_18.csv,50,persistencia_MIA_componente_1.csv,0,1.4733993
MIA,10,persistencia_MIA_componente_18.csv,50,persistencia_MIA_componente_1.csv,1,0.3236745
MIA,10,persistencia_MIA_componente_18.csv,50,persistencia_MIA_componente_1.csv,2,0.049742326
MIA,10,persistencia_MIA_componente_18.csv,50,persistencia_MIA_componente_9.csv,0,0.1904358
MIA,10,persistencia_MIA_componente_18.csv,50,persistencia_MIA_componente_9.csv,1,0.009384263
MIA,10,persistencia_MIA_componente_18.csv,60,persistencia_MIA_componente_1.csv,0,1.4743387
MIA,10,persistencia_MIA_componente_18.csv,60,persistencia_MIA_componente_1.csv,1,0.33369884
MIA,10,persistencia_MIA_componente_18.csv,60,persistencia_MIA_componente_1.csv,2,0.055670347
MIA,10,persistencia_MIA_componente_18.csv,70,persistencia_MIA_componente_1.csv,0,1.5414369
MIA,10,persistencia_MIA_componente_18.csv,70,persistencia_MIA_componente_1.csv,1,0.31816715
MIA,10,persistencia_MIA_componente_18.csv,70,persistencia_MIA_componente_1.csv,2,0.05563878
MIA,10,persistencia_MIA_componente_18.csv,80,persistencia_MIA_componente_2.csv,0,0.13269402
MIA,10,persistencia_MIA_componente_18.csv,80,persistencia_MIA_componente_2.csv,1,0.009360463
MIA,10,persistencia_MIA_componente_18.csv,80,persistencia_MIA_componente_2.csv,2,9.994474e-05
MIA,10,persistencia_MIA_componente_18.csv,80,persistencia_MIA_componente_1.csv,0,1.563147
MIA,10,persistencia_MIA_componente_18.csv,80,persistencia_MIA_componente_1.csv,1,0.32362628
MIA,10,persistencia_MIA_componente_18.csv,80,persistencia_MIA_componente_1.csv,2,0.05687037
MIA,10,persistencia_MIA_componente_18.csv,90,persistencia_MIA_componente_1.csv,0,1.4672644
MIA,10,persistencia_MIA_componente_18.csv,90,persistencia_MIA_componente_1.csv,1,0.2864668
MIA,10,persistencia_MIA_componente_18.csv,90,persistencia_MIA_componente_1.csv,2,0.061173096
MIA,10,persistencia_MIA_componente_18.csv,100,persistencia_MIA_componente_1.csv,0,1.4744445
MIA,10,persistencia_MIA_componente_18.csv,100,persistencia_MIA_componente_1.csv,1,0.29095206
MIA,10,persistencia_MIA_componente_18.csv,100,persistencia_MIA_componente_1.csv,2,0.04796638
MIA,10,persistencia_MIA_componente_1.csv,10,persistencia_MIA_componente_18.csv,0,0.10549846
MIA,10,persistencia_MIA_componente_1.csv,10,persistencia_MIA_componente_18.csv,1,0.02895254
MIA,10,persistencia_MIA_componente_1.csv,10,persistencia_MIA_componente_1.csv,0,0.0
MIA,10,persistencia_MIA_componente_1.csv,10,persistencia_MIA_componente_1.csv,1,0.0
MIA,10,persistencia_MIA_componente_1.csv,10,persistencia_MIA_componente_20.csv,0,0.10437384
MIA,10,persistencia_MIA_componente_1.csv,10,persistencia_MIA_componente_20.csv,1,0.029847998
MIA,10,persistencia_MIA_componente_1.csv,20,persistencia_MIA_componente_18.csv,0,0.1173563
MIA,10,persistencia_MIA_componente_1.csv,20,persistencia_MIA_componente_18.csv,1,0.028821638
MIA,10,persistencia_MIA_componente_1.csv,20,persistencia_MIA_componente_2.csv,0,0.21622205
MIA,10,persistencia_MIA_componente_1.csv,20,persistencia_MIA_componente_2.csv,1,0.042952716
MIA,10,persistencia_MIA_componente_1.csv,20,persistencia_MIA_componente_17.csv,0,0.18772237
MIA,10,persistencia_MIA_componente_1.csv,20,persistencia_MIA_componente_17.csv,1,0.027442737
MIA,10,persistencia_MIA_componente_1.csv,20,persistencia_MIA_componente_1.csv,0,0.13961154
MIA,10,persistencia_MIA_componente_1.csv,20,persistencia_MIA_componente_1.csv,1,0.02711638
MIA,10,persistencia_MIA_componente_1.csv,20,persistencia_MIA_componente_9.csv,0,0.15977803
MIA,10,persistencia_MIA_componente_1.csv,20,persistencia_MIA_componente_9.csv,1,0.028723698
MIA,10,persistencia_MIA_componente_1.csv,20,persistencia_MIA_componente_14.csv,0,0.16944534
MIA,10,persistencia_MIA_componente_1.csv,20,persistencia_MIA_componente_14.csv,1,0.036765013
MIA,10,persistencia_MIA_componente_1.csv,30,persistencia_MIA_componente_1.csv,0,0.77950704
MIA,10,persistencia_MIA_componente_1.csv,30,persistencia_MIA_componente_1.csv,1,0.10151992
MIA,10,persistencia_MIA_componente_1.csv,30,persistencia_MIA_componente_7.csv,0,0.1997313
