prefijo,porcentaje_a,archivo_a,porcentaje_b,archivo_b,dimension,distancia
WLEC,10,persistencia_WLEC_componente_1.csv,10,persistencia_WLEC_componente_1.csv,0,6.7988543e-07
WLEC,10,persistencia_WLEC_componente_1.csv,10,persistencia_WLEC_componente_1.csv,1,0.0
WLEC,10,persistencia_WLEC_componente_1.csv,10,persistencia_WLEC_componente_1.csv,2,0.0
WLEC,10,persistencia_WLEC_componente_1.csv,20,persistencia_WLEC_componente_1.csv,0,0.054549664
WLEC,10,persistencia_WLEC_componente_1.csv,20,persistencia_WLEC_componente_1.csv,1,0.026677974
WLEC,10,persistencia_WLEC_componente_1.csv,20,persistencia_WLEC_componente_1.csv,2,0.005374505
WLEC,10,persistencia_WLEC_componente_1.csv,30,persistencia_WLEC_componente_1.csv,0,0.07283781
WLEC,10,persistencia_WLEC_componente_1.csv,30,persistencia_WLEC_componente_1.csv,1,0.034294926
WLEC,10,persistencia_WLEC_componente_1.csv,30,persistencia_WLEC_componente_1.csv,2,0.0070074196
WLEC,10,persistencia_WLEC_componente_1.csv,40,persistencia_WLEC_componente_1.csv,0,0.07738603
WLEC,10,persistencia_WLEC_componente_1.csv,40,persistencia_WLEC_componente_1.csv,1,0.035221566
WLEC,10,persistencia_WLEC_componente_1.csv,40,persistencia_WLEC_componente_1.csv,2,0.008348263
WLEC,10,persistencia_WLEC_componente_1.csv,50,persistencia_WLEC_componente_1.csv,0,0.3025706
WLEC,10,persistencia_WLEC_componente_1.csv,50,persistencia_WLEC_componente_1.csv,1,0.07004483
WLEC,10,persistencia_WLEC_componente_1.csv,50,persistencia_WLEC_componente_1.csv,2,0.015402304
WLEC,10,persistencia_WLEC_componente_1.csv,60,persistencia_WLEC_componente_1.csv,0,0.37437803
WLEC,10,persistencia_WLEC_componente_1.csv,60,persistencia_WLEC_componente_1.csv,1,0.07233779
WLEC,10,persistencia_WLEC_componente_1.csv,60,persistencia_WLEC_componente_1.csv,2,0.019636123
WLEC,10,persistencia_WLEC_componente_1.csv,70,persistencia_WLEC_componente_1.csv,0,0.30237275
WLEC,10,persistencia_WLEC_componente_1.csv,70,persistencia_WLEC_componente_1.csv,1,0.07411261
WLEC,10,persistencia_WLEC_componente_1.csv,70,persistencia_WLEC_componente_1.csv,2,0.019027246
WLEC,10,persistencia_WLEC_componente_1.csv,80,persistencia_WLEC_componente_3.csv,0,0.30855757
WLEC,10,persistencia_WLEC_componente_1.csv,80,persistencia_WLEC_componente_3.csv,1,0.07275519
WLEC,10,persistencia_WLEC_componente_1.csv,80,persistencia_WLEC_componente_3.csv,2,0.017736087
WLEC,10,persistencia_WLEC_componente_1.csv,90,persistencia_WLEC_componente_1.csv,0,0.3059969
WLEC,10,persistencia_WLEC_componente_1.csv,90,persistencia_WLEC_componente_1.csv,1,0.06710369
WLEC,10,persistencia_WLEC_componente_1.csv,90,persistencia_WLEC_componente_1.csv,2,0.015154797
WLEC,10,persistencia_WLEC_componente_1.csv,100,persistencia_WLEC_componente_2.csv,0,0.26482973
WLEC,10,persistencia_WLEC_componente_1.csv,100,persistencia_WLEC_componente_2.csv,1,0.0653598
WLEC,10,persistencia_WLEC_componente_1.csv,100,persistencia_WLEC_componente_2.csv,2,0.013748699
WLEC,20,persistencia_WLEC_componente_1.csv,20,persistencia_WLEC_componente_1.csv,0,0.0
WLEC,20,persistencia_WLEC_componente_1.csv,20,persistencia_WLEC_componente_1.csv,1,0.0
WLEC,20,persistencia_WLEC_componente_1.csv,20,persistencia_WLEC_componente_1.csv,2,0.0
WLEC,20,persistencia_WLEC_componente_1.csv,30,persistencia_WLEC_componente_1.csv,0,0.028580587
WLEC,20,persistencia_WLEC_componente_1.csv,30,persistencia_WLEC_componente_1.csv,1,0.017246114
WLEC,20,persistencia_WLEC_componente_1.csv,30,persistencia_WLEC_componente_1.csv,2,0.0053728516
WLEC,20,persistencia_WLEC_componente_1.csv,40,persistencia_WLEC_componente_1.csv,0,0.039450567
WLEC,20,persistencia_WLEC_componente_1.csv,40,persistencia_WLEC_componente_1.csv,1,0.017813988
WLEC,20,persistencia_WLEC_componente_1.csv,40,persistencia_WLEC_componente_1.csv,2,0.007314865
WLEC,20,persistencia_WLEC_componente_1.csv,50,persistencia_WLEC_componente_1.csv,0,0.31720987
WLEC,20,persistencia_WLEC_componente_1.csv,50,persistencia_WLEC_componente_1.csv,1,0.057421364
WLEC,20,persistencia_WLEC_componente_1.csv,50,persistencia_WLEC_componente_1.csv,2,0.013754559
WLEC,20,persistencia_WLEC_componente_1.csv,60,persistencia_WLEC_componente_1.csv,0,0.4593213
WLEC,20,persistencia_WLEC_componente_1.csv,60,persistencia_WLEC_componente_1.csv,1,0.060117926
WLEC,20,persistencia_WLEC_componente_1.csv,60,persistencia_WLEC_componente_1.csv,2,0.017718084
WLEC,20,persistencia_WLEC_componente_1.csv,70,persistencia_WLEC_componente_1.csv,0,0.38834104
WLEC,20,persistencia_WLEC_componente_1.csv,70,persistencia_WLEC_componente_1.csv,1,0.06130129
WLEC,20,persistencia_WLEC_componente_1.csv,70,persistencia_WLEC_componente_1.csv,2,0.017592983
WLEC,20,persistencia_WLEC_componente_1.csv,80,persistencia_WLEC_componente_3.csv,0,0.2961912
WLEC,20,persistencia_WLEC_componente_1.csv,80,persistencia_WLEC_componente_3.csv,1,0.060765654
WLEC,20,persistencia_WLEC_componente_1.csv,80,persistencia_WLEC_componente_3.csv,2,0.016190307
WLEC,20,persistencia_WLEC_componente_1.csv,90,persistencia_WLEC_componente_1.csv,0,0.14126293
WLEC,20,persistencia_WLEC_componente_1.csv,90,persistencia_WLEC_componente_1.csv,1,0.053231545
WLEC,20,persistencia_WLEC_componente_1.csv,90,persistencia_WLEC_componente_1.csv,2,0.013711914
WLEC,20,persistencia_WLEC_componente_1.csv,100,persistencia_WLEC_componente_2.csv,0,0.19555117
WLEC,20,persistencia_WLEC_componente_1.csv,100,persistencia_WLEC_componente_2.csv,1,0.051289305
WLEC,20,persistencia_WLEC_componente_1.csv,100,persistencia_WLEC_componente_2.csv,2,0.012142253
MVIV,30,persistencia_MVIV_componente_7.csv,30,persistencia_MVIV_componente_7.csv,0,1.394468e-07
MVIV,30,persistencia_MVIV_componente_7.csv,30,persistencia_MVIV_componente_7.csv,1,0.0
MVIV,30,persistencia_MVIV_componente_7.csv,30,persistencia_MVIV_componente_7.csv,2,0.0
MVIV,30,persistencia_MVIV_componente_7.csv,50,persistencia_MVIV_componente_2.csv,0,0.04753745
MVIV,30,persistencia_MVIV_componente_7.csv,50,persistencia_MVIV_componente_2.csv,1,0.0043091835
MVIV,30,persistencia_MVIV_componente_7.csv,50,persistencia_MVIV_componente_2.csv,2,0.0005582664
MVIV,30,persistencia_MVIV_componente_7.csv,50,persistencia_MVIV_componente_3.csv,0,0.049109302
MVIV,30,persistencia_MVIV_componente_7.csv,50,persistencia_MVIV_componente_3.csv,1,0.008719987
MVIV,30,persistencia_MVIV_componente_7.csv,50,persistencia_MVIV_componente_3.csv,2,0.0007364891
MVIV,30,persistencia_MVIV_componente_7.csv,50,persistencia_MVIV_componente_1.csv,0,0.08285835
MVIV,30,persistencia_MVIV_componente_7.csv,50,persistencia_MVIV_componente_1.csv,1,0.010556278
MVIV,30,persistencia_MVIV_componente_7.csv,50,persistencia_MVIV_componente_1.csv,2,0.0025103085
MVIV,30,persistencia_MVIV_componente_7.csv,60,persistencia_MVIV_componente_5.csv,0,0.04630345
MVIV,30,persistencia_MVIV_componente_7.csv,60,persistencia_MVIV_componente_5.csv,1,0.006319154
MVIV,30,persistencia_MVIV_componente_7.csv,60,persistencia_MVIV_componente_5.csv,2,0.00022196447
MVIV,30,persistencia_MVIV_componente_7.csv,60,persistencia_MVIV_componente_7.csv,0,0.054900303
MVIV,30,persistencia_MVIV_componente_7.csv,60,persistencia_MVIV_componente_7.csv,1,0.003625178
MVIV,30,persistencia_MVIV_componente_7.csv,60,persistencia_MVIV_componente_7.csv,2,0.00014394098
MVIV,30,persistencia_MVIV_componente_7.csv,60,persistencia_MVIV_componente_3.csv,0,0.05306565
MVIV,30,persistencia_MVIV_componente_7.csv,60,persistencia_MVIV_componente_3.csv,1,0.009823526
MVIV,30,persistencia_MVIV_componente_7.csv,60,persistencia_MVIV_componente_3.csv,2,0.00030380694
MVIV,30,persistencia_MVIV_componente_7.csv,60,persistencia_MVIV_componente_1.csv,0,0.026796056
MVIV,30,persistencia_MVIV_componente_7.csv,60,persistencia_MVIV_componente_4.csv,0,0.054304272
MVIV,30,persistencia_MVIV_componente_7.csv,60,persistencia_MVIV_componente_4.csv,1,0.0030666685
MVIV,30,persistencia_MVIV_componente_7.csv,70,persistencia_MVIV_componente_5.csv,0,0.08005255
MVIV,30,persistencia_MVIV_componente_7.csv,70,persistencia_MVIV_componente_5.csv,1,0.013414395
MVIV,30,persistencia_MVIV_componente_7.csv,70,persistencia_MVIV_componente_5.csv,2,0.0006947535
MVIV,30,persistencia_MVIV_componente_7.csv,70,persistencia_MVIV_componente_8.csv,0,0.03424229
MVIV,30,persistencia_MVIV_componente_7.csv,70,persistencia_MVIV_componente_8.csv,1,0.0032394903
MVIV,30,persistencia_MVIV_componente_7.csv,70,persistencia_MVIV_componente_8.csv,2,0.00021841933
MVIV,30,persistencia_MVIV_componente_7.csv,70,persistencia_MVIV_componente_4.csv,0,0.05543261
MVIV,30,persistencia_MVIV_componente_7.csv,70,persistencia_MVIV_componente_4.csv,1,0.0031941596
MVIV,30,persistencia_MVIV_componente_7.csv,70,persistencia_MVIV_componente_4.csv,2,0.0010963678
MVIV,30,persistencia_MVIV_componente_7.csv,80,persistencia_MVIV_componente_2.csv,0,0.08816206
MVIV,30,persistencia_MVIV_componente_7.csv,80,persistencia_MVIV_componente_2.csv,1,0.014882918
MVIV,30,persistencia_MVIV_componente_7.csv,80,persistencia_MVIV_componente_2.csv,2,0.001388687
MVIV,30,persistencia_MVIV_componente_7.csv,80,persistencia_MVIV_componente_1.csv,0,0.076340675
