prefijo,porcentaje_a,archivo_a,porcentaje_b,archivo_b,dimension,distancia
MIA,10,persistencia_MIA_componente_1.csv,10,persistencia_MIA_componente_1.csv,0,0.0
MIA,10,persistencia_MIA_componente_1.csv,10,persistencia_MIA_componente_1.csv,1,0.0
MIA,10,persistencia_MIA_componente_1.csv,10,persistencia_MIA_componente_1.csv,2,0.0
MIA,10,persistencia_MIA_componente_1.csv,10,persistencia_MIA_componente_3.csv,0,0.2701309
MIA,10,persistencia_MIA_componente_1.csv,10,persistencia_MIA_componente_3.csv,1,0.045089833
MIA,10,persistencia_MIA_componente_1.csv,10,persistencia_MIA_componente_3.csv,2,0.0015210693
MIA,10,persistencia_MIA_componente_1.csv,20,persistencia_MIA_componente_1.csv,0,0.48747376
MIA,10,persistencia_MIA_componente_1.csv,20,persistencia_MIA_componente_1.csv,1,0.082932025
MIA,10,persistencia_MIA_componente_1.csv,20,persistencia_MIA_componente_1.csv,2,0.007142667
MIA,10,persistencia_MIA_componente_1.csv,30,persistencia_MIA_componente_1.csv,0,0.59009963
MIA,10,persistencia_MIA_componente_1.csv,30,persistencia_MIA_componente_1.csv,1,0.09991924
MIA,10,persistencia_MIA_componente_1.csv,30,persistencia_MIA_componente_1.csv,2,0.01042628
MIA,10,persistencia_MIA_componente_1.csv,40,persistencia_MIA_componente_1.csv,0,0.59225607
MIA,10,persistencia_MIA_componente_1.csv,40,persistencia_MIA_componente_1.csv,1,0.10772205
MIA,10,persistencia_MIA_componente_1.csv,40,persistencia_MIA_componente_1.csv,2,0.01110451
MIA,10,persistencia_MIA_componente_1.csv,50,persistencia_MIA_componente_1.csv,0,0.787605
MIA,10,persistencia_MIA_componente_1.csv,50,persistencia_MIA_componente_1.csv,1,0.16617168
MIA,10,persistencia_MIA_componente_1.csv,50,persistencia_MIA_componente_1.csv,2,0.028512975
MIA,10,persistencia_MIA_componente_1.csv,60,persistencia_MIA_componente_1.csv,0,0.78097785
MIA,10,persistencia_MIA_componente_1.csv,60,persistencia_MIA_componente_1.csv,1,0.1516717
MIA,10,persistencia_MIA_componente_1.csv,60,persistencia_MIA_componente_1.csv,2,0.028390681
MIA,10,persistencia_MIA_componente_1.csv,70,persistencia_MIA_componente_1.csv,0,0.7762527
MIA,10,persistencia_MIA_componente_1.csv,70,persistencia_MIA_componente_1.csv,1,0.15116009
MIA,10,persistencia_MIA_componente_1.csv,70,persistencia_MIA_componente_1.csv,2,0.02719414
MIA,10,persistencia_MIA_componente_1.csv,80,persistencia_MIA_componente_1.csv,0,0.84243816
MIA,10,persistencia_MIA_componente_1.csv,80,persistencia_MIA_componente_1.csv,1,0.17068762
MIA,10,persistencia_MIA_componente_1.csv,80,persistencia_MIA_componente_1.csv,2,0.028765773
MIA,10,persistencia_MIA_componente_1.csv,90,persistencia_MIA_componente_1.csv,0,0.80449224
MIA,10,persistencia_MIA_componente_1.csv,90,persistencia_MIA_componente_1.csv,1,0.14633577
MIA,10,persistencia_MIA_componente_1.csv,90,persistencia_MIA_componente_1.csv,2,0.024006704
MIA,10,persistencia_MIA_componente_1.csv,100,persistencia_MIA_componente_1.csv,0,0.9788168
MIA,10,persistencia_MIA_componente_1.csv,100,persistencia_MIA_componente_1.csv,1,0.17230815
MIA,10,persistencia_MIA_componente_1.csv,100,persistencia_MIA_componente_1.csv,2,0.024567755
MIA,10,persistencia_MIA_componente_3.csv,10,persistencia_MIA_componente_1.csv,0,0.2701309
MIA,10,persistencia_MIA_componente_3.csv,10,persistencia_MIA_componente_1.csv,1,0.045089833
MIA,10,persistencia_MIA_componente_3.csv,10,persistencia_MIA_componente_1.csv,2,0.0015210693
MIA,10,persistencia_MIA_componente_3.csv,10,persistencia_MIA_componente_3.csv,0,1.6059607e-06
MIA,10,persistencia_MIA_componente_3.csv,10,persistencia_MIA_componente_3.csv,1,0.0
MIA,10,persistencia_MIA_componente_3.csv,10,persistencia_MIA_componente_3.csv,2,0.0
MIA,10,persistencia_MIA_componente_3.csv,20,persistencia_MIA_componente_1.csv,0,0.3343757
MIA,10,persistencia_MIA_componente_3.csv,20,persistencia_MIA_componente_1.csv,1,0.08210701
MIA,10,persistencia_MIA_componente_3.csv,20,persistencia_MIA_componente_1.csv,2,0.006966617
MIA,10,persistencia_MIA_componente_3.csv,30,persistencia_MIA_componente_1.csv,0,0.47967878
MIA,10,persistencia_MIA_componente_3.csv,30,persistencia_MIA_componente_1.csv,1,0.099538945
MIA,10,persistencia_MIA_componente_3.csv,30,persistencia_MIA_componente_1.csv,2,0.010187317
MIA,10,persistencia_MIA_componente_3.csv,40,persistencia_MIA_componente_1.csv,0,0.48178858
MIA,10,persistencia_MIA_componente_3.csv,40,persistencia_MIA_componente_1.csv,1,0.106528305
MIA,10,persistencia_MIA_componente_3.csv,40,persistencia_MIA_componente_1.csv,2,0.010802714
MIA,10,persistencia_MIA_componente_3.csv,50,persistencia_MIA_componente_1.csv,0,0.71104354
MIA,10,persistencia_MIA_componente_3.csv,50,persistencia_MIA_componente_1.csv,1,0.16236056
MIA,10,persistencia_MIA_componente_3.csv,50,persistencia_MIA_componente_1.csv,2,0.02835983
MIA,10,persistencia_MIA_componente_3.csv,60,persistencia_MIA_componente_1.csv,0,0.71348614
MIA,10,persistencia_MIA_componente_3.csv,60,persistencia_MIA_componente_1.csv,1,0.14856043
MIA,10,persistencia_MIA_componente_3.csv,60,persistencia_MIA_componente_1.csv,2,0.028220715
MIA,10,persistencia_MIA_componente_3.csv,70,persistencia_MIA_componente_1.csv,0,0.71396744
MIA,10,persistencia_MIA_componente_3.csv,70,persistencia_MIA_componente_1.csv,1,0.14737129
MIA,10,persistencia_MIA_componente_3.csv,70,persistencia_MIA_componente_1.csv,2,0.02705221
MIA,10,persistencia_MIA_componente_3.csv,80,persistencia_MIA_componente_1.csv,0,0.7745469
MIA,10,persistencia_MIA_componente_3.csv,80,persistencia_MIA_componente_1.csv,1,0.1690654
MIA,10,persistencia_MIA_componente_3.csv,80,persistencia_MIA_componente_1.csv,2,0.028617425
MIA,10,persistencia_MIA_componente_3.csv,90,persistencia_MIA_componente_1.csv,0,0.7369322
MIA,10,persistencia_MIA_componente_3.csv,90,persistencia_MIA_componente_1.csv,1,0.14490086
