dimension,birth,death
2,0.003233115778927664,0.0033711200317858244
2,0.003242702227157746,0.003365352506481445
2,0.0008687543067524779,0.0009728188309103822
2,0.0008825031964288834,0.0009803511036509376
2,0.0008826216589131377,0.0009660012200051115
2,0.0007745741631134893,0.000856791831679689
2,0.0008504583380882343,0.0009303813985574174
2,0.0008366832381680796,0.000915163403143116
2,0.0006008311502910035,0.0006548560409641809
2,0.0009069420533204137,0.0009551012396145777
2,0.0005933267198543413,0.0006410719368512281
2,0.0009970982127653488,0.0010420163177579226
2,0.0005829216875180057,0.0006234058330116063
2,0.0006178179971806891,0.000649520096478577
2,0.0007597082606078476,0.0007895392803391431
2,0.0008748908398629869,0.0009030815624265821
2,0.0003280660158384458,0.00034764985498736997
2,0.0012424588301150987,0.0012606589806822333
2,0.000368017573614159,0.0003859839698654404
2,0.000622643168235816,0.0006392707807711191
2,0.000855982782107311,0.000872324921227854
2,0.0010436523849880128,0.0010599630406140648
2,0.00044052166635720534,0.0004564266888943005
2,0.000646950403767608,0.0006626073668812624
2,0.0035427444839600413,0.003556763441793463
2,0.0005306920034832095,0.0005435189869887724
2,0.0005203254817803234,0.0005330556487049248
2,0.0004395898831844744,0.00045198644981938197
2,0.00036185819233057714,0.00037371484133319076
2,0.0033447593193417875,0.003356478410456779
2,0.0009276532437651236,0.000938553721510797
2,0.0009072217809330267,0.0009170952310863469
2,0.0004371067182144512,0.00044643497344805
2,0.0008972397343512637,0.0009062662750469914
2,0.00048688897761030336,0.000494105698717563
2,0.0003763918300989446,0.0003810608024478064
2,0.00042764508860527464,0.00043141295954496377
2,0.0005975308541290673,0.0006012706005762541
2,0.00035861350801132634,0.00036169250633631326
2,0.0008742927990842171,0.0008765290858289048
2,0.0002733883982987031,0.0002756237379951201
2,0.0007964280276179306,0.0007979862109239627
2,0.00179212643771468,0.001793679067214498
2,0.0004425022276429768,0.0004434463053981028
2,0.00038628103888216277,0.00038686176740691683
2,0.000489075028254805,0.0004891972359099303
2,0.0008116358676176297,0.0008116727928861803
1,0.01908058803970116,0.02001601741476319
1,0.0005572689711381036,0.0009539261276736839
