ID,FAULT_TYPE,CODE LINE,TRANSFORMED CODE,FILE,UNIT TEST LOG,FUNCTIONAL TEST LOG,INTEGRATION TEST LOG,UNIT TEST RESULT,UNIT RATIO,FUNCTIONAL TEST RESULT,FUNCTIONAL TEST RATIO,INTEGRATION TEST RESULT,INTEGRATION TEST RATIO,UNIT TEST TOTAL RESULTS,FUNCTIONAL TEST TOTAL RESULTS,INTEGRATION TEST TOTAL RESULTS
49,MPFC,316,MPFC_316_transformed_code_49.py,resources/api.py,07032025124149_unit_result_316,07032025124149_functional_result_316,,True,0/0,True,0/0,False,NA,,,NA
50,MPFC,333,MPFC_333_transformed_code_50.py,resources/api.py,07032025124216_unit_result_333,07032025124216_functional_result_333,,True,0/0,True,0/0,False,NA,,,NA
51,MPFC,342,MPFC_342_transformed_code_51.py,resources/api.py,07032025124236_unit_result_342,07032025124236_functional_result_342,,True,0/0,True,0/0,False,NA,,,NA
52,MPFC,342,MPFC_342_transformed_code_52.py,resources/api.py,07032025124249_unit_result_342,07032025124249_functional_result_342,,True,0/0,True,0/0,False,NA,,,NA
53,MPFC,343,MPFC_343_transformed_code_53.py,resources/api.py,07032025124258_unit_result_343,07032025124258_functional_result_343,,True,0/0,True,0/0,False,NA,,,NA
54,MPFC,343,MPFC_343_transformed_code_54.py,resources/api.py,07032025124308_unit_result_343,07032025124308_functional_result_343,,True,0/0,True,0/0,False,NA,,,NA
55,MPFC,354,MPFC_354_transformed_code_55.py,resources/api.py,07032025124328_unit_result_354,07032025124328_functional_result_354,,True,0/0,True,0/0,False,NA,,,NA
56,MPFC,357,MPFC_357_transformed_code_56.py,resources/api.py,07032025124340_unit_result_357,07032025124340_functional_result_357,,True,0/0,True,0/0,False,NA,,,NA
57,MPFC,363,MPFC_363_transformed_code_57.py,resources/api.py,07032025124349_unit_result_363,07032025124349_functional_result_363,,True,0/0,True,0/0,False,NA,,,NA
58,MPFC,364,MPFC_364_transformed_code_58.py,resources/api.py,07032025124401_unit_result_364,07032025124401_functional_result_364,,True,0/0,True,0/0,False,NA,,,NA
59,MPFC,365,MPFC_365_transformed_code_59.py,resources/api.py,07032025124412_unit_result_365,07032025124412_functional_result_365,,True,0/0,True,0/0,False,NA,,,NA
60,MPFC,366,MPFC_366_transformed_code_60.py,resources/api.py,07032025124421_unit_result_366,07032025124421_functional_result_366,,True,0/0,True,0/0,False,NA,,,NA
61,MPFC,368,MPFC_368_transformed_code_61.py,resources/api.py,07032025124433_unit_result_368,07032025124433_functional_result_368,,True,0/0,True,0/0,False,NA,,,NA
62,MPFC,371,MPFC_371_transformed_code_62.py,resources/api.py,07032025124444_unit_result_371,07032025124444_functional_result_371,,True,0/0,True,0/0,False,NA,,,NA
63,MPFC,380,MPFC_380_transformed_code_63.py,resources/api.py,07032025124503_unit_result_380,07032025124503_functional_result_380,,True,0/0,True,0/0,False,NA,,,NA
64,MPFC,381,MPFC_381_transformed_code_64.py,resources/api.py,07032025124515_unit_result_381,07032025124515_functional_result_381,,True,0/0,True,0/0,False,NA,,,NA
65,MPFC,383,MPFC_383_transformed_code_65.py,resources/api.py,07032025124525_unit_result_383,07032025124525_functional_result_383,,True,0/0,True,0/0,False,NA,,,NA
66,MPFC,385,MPFC_385_transformed_code_66.py,resources/api.py,07032025124546_unit_result_385,07032025124546_functional_result_385,,True,0/0,True,0/0,False,NA,,,NA
67,MPFC,386,MPFC_386_transformed_code_67.py,resources/api.py,07032025124554_unit_result_386,07032025124554_functional_result_386,,True,0/0,True,0/0,False,NA,,,NA
68,MPFC,387,MPFC_387_transformed_code_68.py,resources/api.py,07032025124606_unit_result_387,07032025124606_functional_result_387,,True,0/0,True,0/0,False,NA,,,NA
69,MPFC,388,MPFC_388_transformed_code_69.py,resources/api.py,07032025124616_unit_result_388,07032025124616_functional_result_388,,True,0/0,True,0/0,False,NA,,,NA
70,MPFC,389,MPFC_389_transformed_code_70.py,resources/api.py,07032025124626_unit_result_389,07032025124626_functional_result_389,,True,0/0,True,0/0,False,NA,,,NA
71,MPFC,390,MPFC_390_transformed_code_71.py,resources/api.py,07032025124637_unit_result_390,07032025124637_functional_result_390,,True,0/0,True,0/0,False,NA,,,NA
72,MPFC,407,MPFC_407_transformed_code_72.py,resources/api.py,07032025124649_unit_result_407,07032025124649_functional_result_407,,True,0/0,True,0/0,False,NA,,,NA
73,MPFC,409,MPFC_409_transformed_code_73.py,resources/api.py,07032025124659_unit_result_409,07032025124659_functional_result_409,,True,0/0,True,0/0,False,NA,,,NA
74,MPFC,410,MPFC_410_transformed_code_74.py,resources/api.py,07032025124710_unit_result_410,07032025124710_functional_result_410,,True,0/0,True,0/0,False,NA,,,NA
75,MPFC,447,MPFC_447_transformed_code_75.py,resources/api.py,07032025124739_unit_result_447,07032025124739_functional_result_447,,True,0/0,True,0/0,False,NA,,,NA
76,MPFC,450,MPFC_450_transformed_code_76.py,resources/api.py,07032025124749_unit_result_450,07032025124749_functional_result_450,,True,0/0,True,0/0,False,NA,,,NA
77,MPFC,453,MPFC_453_transformed_code_77.py,resources/api.py,07032025124801_unit_result_453,07032025124801_functional_result_453,,True,0/0,True,0/0,False,NA,,,NA
78,MPFC,462,MPFC_462_transformed_code_78.py,resources/api.py,07032025124810_unit_result_462,07032025124810_functional_result_462,,True,0/0,True,0/0,False,NA,,,NA
79,MPFC,473,MPFC_473_transformed_code_79.py,resources/api.py,07032025124821_unit_result_473,07032025124821_functional_result_473,,True,0/0,True,0/0,False,NA,,,NA
80,MPFC,489,MPFC_489_transformed_code_80.py,resources/api.py,07032025124833_unit_result_489,07032025124833_functional_result_489,,True,0/0,True,0/0,False,NA,,,NA
81,MPFC,491,MPFC_491_transformed_code_81.py,resources/api.py,07032025124843_unit_result_491,07032025124843_functional_result_491,,True,0/0,True,0/0,False,NA,,,NA
82,MPFC,495,MPFC_495_transformed_code_82.py,resources/api.py,07032025124854_unit_result_495,07032025124854_functional_result_495,,True,0/0,True,0/0,False,NA,,,NA
83,MPFC,498,MPFC_498_transformed_code_83.py,resources/api.py,07032025124905_unit_result_498,07032025124905_functional_result_498,,True,0/0,True,0/0,False,NA,,,NA
84,MPFC,501,MPFC_501_transformed_code_84.py,resources/api.py,07032025124914_unit_result_501,07032025124914_functional_result_501,,True,0/0,True,0/0,False,NA,,,NA
85,MPFC,511,MPFC_511_transformed_code_85.py,resources/api.py,07032025124925_unit_result_511,07032025124925_functional_result_511,,True,0/0,True,0/0,False,NA,,,NA
86,MPFC,513,MPFC_513_transformed_code_86.py,resources/api.py,07032025124938_unit_result_513,07032025124938_functional_result_513,,True,0/0,True,0/0,False,NA,,,NA
87,MPFC,516,MPFC_516_transformed_code_87.py,resources/api.py,07032025124947_unit_result_516,07032025124947_functional_result_516,,True,0/0,True,0/0,False,NA,,,NA
88,MPFC,518,MPFC_518_transformed_code_88.py,resources/api.py,07032025124958_unit_result_518,07032025124958_functional_result_518,,True,0/0,True,0/0,False,NA,,,NA
89,MPFC,519,MPFC_519_transformed_code_89.py,resources/api.py,07032025125009_unit_result_519,07032025125009_functional_result_519,,True,0/0,True,0/0,False,NA,,,NA
90,MPFC,521,MPFC_521_transformed_code_90.py,resources/api.py,07032025125021_unit_result_521,07032025125021_functional_result_521,,True,0/0,True,0/0,False,NA,,,NA
91,MPFC,523,MPFC_523_transformed_code_91.py,resources/api.py,07032025125030_unit_result_523,07032025125030_functional_result_523,,True,0/0,True,0/0,False,NA,,,NA
92,MPFC,526,MPFC_526_transformed_code_92.py,resources/api.py,07032025125041_unit_result_526,07032025125041_functional_result_526,,True,0/0,True,0/0,False,NA,,,NA
93,MPFC,527,MPFC_527_transformed_code_93.py,resources/api.py,07032025125053_unit_result_527,07032025125053_functional_result_527,,True,0/0,True,0/0,False,NA,,,NA
94,MPFC,528,MPFC_528_transformed_code_94.py,resources/api.py,07032025125102_unit_result_528,07032025125102_functional_result_528,,True,0/0,True,0/0,False,NA,,,NA
95,MPFC,538,MPFC_538_transformed_code_95.py,resources/api.py,07032025125122_unit_result_538,07032025125122_functional_result_538,,True,0/0,True,0/0,False,NA,,,NA
96,MPFC,569,MPFC_569_transformed_code_96.py,resources/api.py,07032025125132_unit_result_569,07032025125132_functional_result_569,,True,0/0,True,0/0,False,NA,,,NA
97,MPFC,591,MPFC_591_transformed_code_97.py,resources/api.py,07032025125151_unit_result_591,07032025125151_functional_result_591,,True,0/0,True,0/0,False,NA,,,NA
98,MPFC,592,MPFC_592_transformed_code_98.py,resources/api.py,07032025125202_unit_result_592,07032025125202_functional_result_592,,True,0/0,True,0/0,False,NA,,,NA
99,MPFC,593,MPFC_593_transformed_code_99.py,resources/api.py,07032025125213_unit_result_593,07032025125213_functional_result_593,,True,0/0,True,0/0,False,NA,,,NA
100,MPFC,595,MPFC_595_transformed_code_100.py,resources/api.py,07032025125223_unit_result_595,07032025125223_functional_result_595,,True,0/0,True,0/0,False,NA,,,NA
101,MPFC,624,MPFC_624_transformed_code_101.py,resources/api.py,07032025125234_unit_result_624,07032025125234_functional_result_624,,True,0/0,True,0/0,False,NA,,,NA
102,MPFC,626,MPFC_626_transformed_code_102.py,resources/api.py,07032025125247_unit_result_626,07032025125247_functional_result_626,,True,0/0,True,0/0,False,NA,,,NA
103,MPFC,629,MPFC_629_transformed_code_103.py,resources/api.py,07032025125256_unit_result_629,07032025125256_functional_result_629,,True,0/0,True,0/0,False,NA,,,NA
104,MPFC,631,MPFC_631_transformed_code_104.py,resources/api.py,07032025125306_unit_result_631,07032025125306_functional_result_631,,True,0/0,True,0/0,False,NA,,,NA
105,MPFC,631,MPFC_631_transformed_code_105.py,resources/api.py,07032025125317_unit_result_631,07032025125317_functional_result_631,,True,0/0,True,0/0,False,NA,,,NA
106,MPFC,636,MPFC_636_transformed_code_106.py,resources/api.py,07032025125337_unit_result_636,07032025125337_functional_result_636,,True,0/0,True,0/0,False,NA,,,NA
107,MPFC,636,MPFC_636_transformed_code_107.py,resources/api.py,07032025125348_unit_result_636,07032025125348_functional_result_636,,True,0/0,True,0/0,False,NA,,,NA
108,MPFC,637,MPFC_637_transformed_code_108.py,resources/api.py,07032025125358_unit_result_637,07032025125358_functional_result_637,,True,0/0,True,0/0,False,NA,,,NA
109,MPFC,637,MPFC_637_transformed_code_109.py,resources/api.py,07032025125410_unit_result_637,07032025125410_functional_result_637,,True,0/0,True,0/0,False,NA,,,NA
110,MPFC,683,MPFC_683_transformed_code_110.py,resources/api.py,07032025125420_unit_result_683,07032025125420_functional_result_683,,True,0/0,True,0/0,False,NA,,,NA
111,MPFC,695,MPFC_695_transformed_code_111.py,resources/api.py,07032025125430_unit_result_695,07032025125430_functional_result_695,,True,0/0,True,0/0,False,NA,,,NA
112,MPFC,699,MPFC_699_transformed_code_112.py,resources/api.py,07032025125442_unit_result_699,07032025125442_functional_result_699,,True,0/0,True,0/0,False,NA,,,NA
113,MPFC,707,MPFC_707_transformed_code_113.py,resources/api.py,07032025125452_unit_result_707,07032025125452_functional_result_707,,True,0/0,True,0/0,False,NA,,,NA
114,MPFC,734,MPFC_734_transformed_code_114.py,resources/api.py,07032025125521_unit_result_734,07032025125521_functional_result_734,,True,0/0,True,0/0,False,NA,,,NA
115,MPFC,736,MPFC_736_transformed_code_115.py,resources/api.py,07032025125530_unit_result_736,07032025125530_functional_result_736,,True,0/0,True,0/0,False,NA,,,NA
116,MPFC,739,MPFC_739_transformed_code_116.py,resources/api.py,07032025125541_unit_result_739,07032025125541_functional_result_739,,True,0/0,True,0/0,False,NA,,,NA
117,MPFC,740,MPFC_740_transformed_code_117.py,resources/api.py,07032025125553_unit_result_740,07032025125553_functional_result_740,,True,0/0,True,0/0,False,NA,,,NA
118,MPFC,742,MPFC_742_transformed_code_118.py,resources/api.py,07032025125604_unit_result_742,07032025125604_functional_result_742,,True,0/0,True,0/0,False,NA,,,NA
119,MPFC,747,MPFC_747_transformed_code_119.py,resources/api.py,07032025125623_unit_result_747,07032025125623_functional_result_747,,True,0/0,True,0/0,False,NA,,,NA
120,MPFC,748,MPFC_748_transformed_code_120.py,resources/api.py,07032025125634_unit_result_748,07032025125634_functional_result_748,,True,0/0,True,0/0,False,NA,,,NA
121,MPFC,749,MPFC_749_transformed_code_121.py,resources/api.py,07032025125645_unit_result_749,07032025125645_functional_result_749,,True,0/0,True,0/0,False,NA,,,NA
122,MPFC,750,MPFC_750_transformed_code_122.py,resources/api.py,07032025125654_unit_result_750,07032025125654_functional_result_750,,True,0/0,True,0/0,False,NA,,,NA
123,MPFC,752,MPFC_752_transformed_code_123.py,resources/api.py,07032025125706_unit_result_752,07032025125706_functional_result_752,,True,0/0,True,0/0,False,NA,,,NA
124,MPFC,754,MPFC_754_transformed_code_124.py,resources/api.py,07032025125715_unit_result_754,07032025125715_functional_result_754,,True,0/0,True,0/0,False,NA,,,NA
125,MPFC,767,MPFC_767_transformed_code_125.py,resources/api.py,07032025125728_unit_result_767,07032025125728_functional_result_767,,True,0/0,True,0/0,False,NA,,,NA
126,MPFC,771,MPFC_771_transformed_code_126.py,resources/api.py,07032025125739_unit_result_771,07032025125739_functional_result_771,,True,0/0,True,0/0,False,NA,,,NA
127,MPFC,774,MPFC_774_transformed_code_127.py,resources/api.py,07032025125748_unit_result_774,07032025125748_functional_result_774,,True,0/0,True,0/0,False,NA,,,NA
128,MPFC,775,MPFC_775_transformed_code_128.py,resources/api.py,07032025125759_unit_result_775,07032025125759_functional_result_775,,True,0/0,True,0/0,False,NA,,,NA
129,MPFC,777,MPFC_777_transformed_code_129.py,resources/api.py,07032025125811_unit_result_777,07032025125811_functional_result_777,,True,0/0,True,0/0,False,NA,,,NA
130,MPFC,781,MPFC_781_transformed_code_130.py,resources/api.py,07032025125820_unit_result_781,07032025125820_functional_result_781,,True,0/0,True,0/0,False,NA,,,NA
131,MPFC,783,MPFC_783_transformed_code_131.py,resources/api.py,07032025125832_unit_result_783,07032025125832_functional_result_783,,True,0/0,True,0/0,False,NA,,,NA
132,MPFC,783,MPFC_783_transformed_code_132.py,resources/api.py,07032025125843_unit_result_783,07032025125843_functional_result_783,,True,0/0,True,0/0,False,NA,,,NA
133,MPFC,790,MPFC_790_transformed_code_133.py,resources/api.py,07032025125901_unit_result_790,07032025125901_functional_result_790,,True,0/0,True,0/0,False,NA,,,NA
134,MPFC,797,MPFC_797_transformed_code_134.py,resources/api.py,07032025125913_unit_result_797,07032025125913_functional_result_797,,True,0/0,True,0/0,False,NA,,,NA
135,MPFC,798,MPFC_798_transformed_code_135.py,resources/api.py,07032025125922_unit_result_798,07032025125922_functional_result_798,,True,0/0,True,0/0,False,NA,,,NA
136,MPFC,799,MPFC_799_transformed_code_136.py,resources/api.py,07032025125933_unit_result_799,07032025125933_functional_result_799,,True,0/0,True,0/0,False,NA,,,NA
137,MPFC,800,MPFC_800_transformed_code_137.py,resources/api.py,07032025125943_unit_result_800,07032025125943_functional_result_800,,True,0/0,True,0/0,False,NA,,,NA
138,MPFC,802,MPFC_802_transformed_code_138.py,resources/api.py,07032025125954_unit_result_802,07032025125954_functional_result_802,,True,0/0,True,0/0,False,NA,,,NA
139,MPFC,804,MPFC_804_transformed_code_139.py,resources/api.py,07032025130006_unit_result_804,07032025130006_functional_result_804,,True,0/0,True,0/0,False,NA,,,NA
140,MPFC,804,MPFC_804_transformed_code_140.py,resources/api.py,07032025130017_unit_result_804,07032025130017_functional_result_804,,True,0/0,True,0/0,False,NA,,,NA
141,MPFC,805,MPFC_805_transformed_code_141.py,resources/api.py,07032025130028_unit_result_805,07032025130028_functional_result_805,,True,0/0,True,0/0,False,NA,,,NA
142,MPFC,807,MPFC_807_transformed_code_142.py,resources/api.py,07032025130039_unit_result_807,07032025130039_functional_result_807,,True,0/0,True,0/0,False,NA,,,NA
143,MPFC,807,MPFC_807_transformed_code_143.py,resources/api.py,07032025130050_unit_result_807,07032025130050_functional_result_807,,True,0/0,True,0/0,False,NA,,,NA
144,MPFC,819,MPFC_819_transformed_code_144.py,resources/api.py,07032025130101_unit_result_819,07032025130101_functional_result_819,,True,0/0,True,0/0,False,NA,,,NA
145,MPFC,830,MPFC_830_transformed_code_145.py,resources/api.py,07032025130115_unit_result_830,07032025130115_functional_result_830,,True,0/0,True,0/0,False,NA,,,NA
146,MPFC,831,MPFC_831_transformed_code_146.py,resources/api.py,07032025130125_unit_result_831,07032025130125_functional_result_831,,True,0/0,True,0/0,False,NA,,,NA
147,MPFC,836,MPFC_836_transformed_code_147.py,resources/api.py,07032025130136_unit_result_836,07032025130136_functional_result_836,,True,0/0,True,0/0,False,NA,,,NA
148,MPFC,837,MPFC_837_transformed_code_148.py,resources/api.py,07032025130149_unit_result_837,07032025130149_functional_result_837,,True,0/0,True,0/0,False,NA,,,NA
149,MPFC,838,MPFC_838_transformed_code_149.py,resources/api.py,07032025130158_unit_result_838,07032025130158_functional_result_838,,True,0/0,True,0/0,False,NA,,,NA
150,MPFC,839,MPFC_839_transformed_code_150.py,resources/api.py,07032025130209_unit_result_839,07032025130209_functional_result_839,,True,0/0,True,0/0,False,NA,,,NA
151,MPFC,841,MPFC_841_transformed_code_151.py,resources/api.py,07032025130220_unit_result_841,07032025130220_functional_result_841,,True,0/0,True,0/0,False,NA,,,NA
152,MPFC,844,MPFC_844_transformed_code_152.py,resources/api.py,07032025130229_unit_result_844,07032025130229_functional_result_844,,True,0/0,True,0/0,False,NA,,,NA
153,MPFC,846,MPFC_846_transformed_code_153.py,resources/api.py,07032025130240_unit_result_846,07032025130240_functional_result_846,,True,0/0,True,0/0,False,NA,,,NA
154,MPFC,863,MPFC_863_transformed_code_154.py,resources/api.py,07032025130300_unit_result_863,07032025130300_functional_result_863,,True,0/0,True,0/0,False,NA,,,NA
155,MPFC,864,MPFC_864_transformed_code_155.py,resources/api.py,07032025130312_unit_result_864,07032025130312_functional_result_864,,True,0/0,True,0/0,False,NA,,,NA
156,MPFC,867,MPFC_867_transformed_code_156.py,resources/api.py,07032025130322_unit_result_867,07032025130322_functional_result_867,,True,0/0,True,0/0,False,NA,,,NA
157,MPFC,867,MPFC_867_transformed_code_157.py,resources/api.py,07032025130333_unit_result_867,07032025130333_functional_result_867,,True,0/0,True,0/0,False,NA,,,NA
158,MPFC,870,MPFC_870_transformed_code_158.py,resources/api.py,07032025130343_unit_result_870,07032025130343_functional_result_870,,True,0/0,True,0/0,False,NA,,,NA
159,MPFC,873,MPFC_873_transformed_code_159.py,resources/api.py,07032025130356_unit_result_873,07032025130356_functional_result_873,,True,0/0,True,0/0,False,NA,,,NA
160,MPFC,875,MPFC_875_transformed_code_160.py,resources/api.py,07032025130415_unit_result_875,07032025130415_functional_result_875,,True,0/0,True,0/0,False,NA,,,NA
161,MPFC,877,MPFC_877_transformed_code_161.py,resources/api.py,07032025130426_unit_result_877,07032025130426_functional_result_877,,True,0/0,True,0/0,False,NA,,,NA
162,MPFC,880,MPFC_880_transformed_code_162.py,resources/api.py,07032025130436_unit_result_880,07032025130436_functional_result_880,,True,0/0,True,0/0,False,NA,,,NA
163,MPFC,883,MPFC_883_transformed_code_163.py,resources/api.py,07032025130447_unit_result_883,07032025130447_functional_result_883,,True,0/0,True,0/0,False,NA,,,NA
164,MPFC,889,MPFC_889_transformed_code_164.py,resources/api.py,07032025130457_unit_result_889,07032025130457_functional_result_889,,True,0/0,True,0/0,False,NA,,,NA
165,MPFC,896,MPFC_896_transformed_code_165.py,resources/api.py,07032025130509_unit_result_896,07032025130509_functional_result_896,,True,0/0,True,0/0,False,NA,,,NA
