ID,FAULT_TYPE,CODE LINE,TRANSFORMED CODE,FILE,UNIT TEST LOG,FUNCTIONAL TEST LOG,INTEGRATION TEST LOG,UNIT TEST RESULT,UNIT RATIO,FUNCTIONAL TEST RESULT,FUNCTIONAL TEST RATIO,INTEGRATION TEST RESULT,INTEGRATION TEST RATIO,UNIT TEST TOTAL RESULTS,FUNCTIONAL TEST TOTAL RESULTS,INTEGRATION TEST TOTAL RESULTS
1,MPFC,87,MPFC_87_transformed_code_1.py,resources/api.py,07032025122407_unit_result_87,07032025122407_functional_result_87,,False,/0,False,/0,False,NA,,,NA
2,MPFC,89,MPFC_89_transformed_code_2.py,resources/api.py,07032025122416_unit_result_89,07032025122416_functional_result_89,,False,/0,False,/0,False,NA,,,NA
3,MPFC,123,MPFC_123_transformed_code_3.py,resources/api.py,07032025122430_unit_result_123,07032025122430_functional_result_123,,False,/0,False,/0,False,NA,,,NA
4,MPFC,124,MPFC_124_transformed_code_4.py,resources/api.py,07032025122439_unit_result_124,07032025122439_functional_result_124,,False,/0,False,/0,False,NA,,,NA
