ID,FAULT_TYPE,CODE LINE,TRANSFORMED CODE,FILE,UNIT TEST LOG,FUNCTIONAL TEST LOG,INTEGRATION TEST LOG,UNIT TEST RESULT,UNIT RATIO,FUNCTIONAL TEST RESULT,FUNCTIONAL TEST RATIO,INTEGRATION TEST RESULT,INTEGRATION TEST RATIO,UNIT TEST TOTAL RESULTS,FUNCTIONAL TEST TOTAL RESULTS,INTEGRATION TEST TOTAL RESULTS
503,MPFC,3304,MPFC_3304_transformed_code_503.py,resources/api.py,21022025144251_unit_result_3304,21022025144251_functional_result_3304,,True,0/0,True,0/0,False,NA,,,NA
504,MPFC,3306,MPFC_3306_transformed_code_504.py,resources/api.py,21022025144259_unit_result_3306,21022025144259_functional_result_3306,,True,0/0,True,0/0,False,NA,,,NA
505,MPFC,3308,MPFC_3308_transformed_code_505.py,resources/api.py,21022025144309_unit_result_3308,21022025144309_functional_result_3308,,True,0/0,True,0/0,False,NA,,,NA
506,MPFC,3308,MPFC_3308_transformed_code_506.py,resources/api.py,21022025144319_unit_result_3308,21022025144319_functional_result_3308,,True,0/0,True,0/0,False,NA,,,NA
507,MPFC,3313,MPFC_3313_transformed_code_507.py,resources/api.py,21022025144329_unit_result_3313,21022025144329_functional_result_3313,,True,0/0,True,0/0,False,NA,,,NA
508,MPFC,3315,MPFC_3315_transformed_code_508.py,resources/api.py,21022025144341_unit_result_3315,21022025144341_functional_result_3315,,True,0/0,True,0/0,False,NA,,,NA
509,MPFC,3321,MPFC_3321_transformed_code_509.py,resources/api.py,21022025144408_unit_result_3321,21022025144408_functional_result_3321,,True,0/0,True,0/0,False,NA,,,NA
510,MPFC,3325,MPFC_3325_transformed_code_510.py,resources/api.py,21022025144413_unit_result_3325,21022025144413_functional_result_3325,,True,0/0,True,0/0,False,NA,,,NA
511,MPFC,3327,MPFC_3327_transformed_code_511.py,resources/api.py,21022025144423_unit_result_3327,21022025144423_functional_result_3327,,True,0/0,True,0/0,False,NA,,,NA
512,MPFC,3335,MPFC_3335_transformed_code_512.py,resources/api.py,21022025144447_unit_result_3335,21022025144447_functional_result_3335,,True,0/0,True,0/0,False,NA,,,NA
513,MPFC,3335,MPFC_3335_transformed_code_513.py,resources/api.py,21022025144457_unit_result_3335,21022025144457_functional_result_3335,,True,0/0,True,0/0,False,NA,,,NA
514,MPFC,3337,MPFC_3337_transformed_code_514.py,resources/api.py,21022025144503_unit_result_3337,21022025144503_functional_result_3337,,True,0/0,True,0/0,False,NA,,,NA
515,MPFC,3342,MPFC_3342_transformed_code_515.py,resources/api.py,21022025144513_unit_result_3342,21022025144513_functional_result_3342,,True,0/0,True,0/0,False,NA,,,NA
516,MPFC,3348,MPFC_3348_transformed_code_516.py,resources/api.py,21022025144524_unit_result_3348,21022025144524_functional_result_3348,,True,0/0,True,0/0,False,NA,,,NA
517,MPFC,3349,MPFC_3349_transformed_code_517.py,resources/api.py,21022025144533_unit_result_3349,21022025144533_functional_result_3349,,True,0/0,True,0/0,False,NA,,,NA
518,MPFC,3350,MPFC_3350_transformed_code_518.py,resources/api.py,21022025144547_unit_result_3350,21022025144547_functional_result_3350,,True,0/0,True,0/0,False,NA,,,NA
519,MPFC,3353,MPFC_3353_transformed_code_519.py,resources/api.py,21022025144554_unit_result_3353,21022025144554_functional_result_3353,,True,0/0,True,0/0,False,NA,,,NA
520,MPFC,3365,MPFC_3365_transformed_code_520.py,resources/api.py,21022025144616_unit_result_3365,21022025144616_functional_result_3365,,True,0/0,True,0/0,False,NA,,,NA
521,MPFC,3369,MPFC_3369_transformed_code_521.py,resources/api.py,21022025144626_unit_result_3369,21022025144626_functional_result_3369,,True,0/0,True,0/0,False,NA,,,NA
522,MPFC,3379,MPFC_3379_transformed_code_522.py,resources/api.py,21022025144632_unit_result_3379,21022025144632_functional_result_3379,,True,0/0,True,0/0,False,NA,,,NA
523,MPFC,3381,MPFC_3381_transformed_code_523.py,resources/api.py,21022025144647_unit_result_3381,21022025144647_functional_result_3381,,True,0/0,True,0/0,False,NA,,,NA
524,MPFC,3383,MPFC_3383_transformed_code_524.py,resources/api.py,21022025144656_unit_result_3383,21022025144656_functional_result_3383,,True,0/0,True,0/0,False,NA,,,NA
525,MPFC,3384,MPFC_3384_transformed_code_525.py,resources/api.py,21022025144702_unit_result_3384,21022025144702_functional_result_3384,,True,0/0,True,0/0,False,NA,,,NA
526,MPFC,3386,MPFC_3386_transformed_code_526.py,resources/api.py,21022025144714_unit_result_3386,21022025144714_functional_result_3386,,True,0/0,True,0/0,False,NA,,,NA
527,MPFC,3390,MPFC_3390_transformed_code_527.py,resources/api.py,21022025144734_unit_result_3390,21022025144734_functional_result_3390,,True,0/0,True,0/0,False,NA,,,NA
528,MPFC,3391,MPFC_3391_transformed_code_528.py,resources/api.py,21022025144743_unit_result_3391,21022025144743_functional_result_3391,,True,0/0,True,0/0,False,NA,,,NA
529,MPFC,3397,MPFC_3397_transformed_code_529.py,resources/api.py,21022025144751_unit_result_3397,21022025144751_functional_result_3397,,True,0/0,True,0/0,False,NA,,,NA
530,MPFC,3403,MPFC_3403_transformed_code_530.py,resources/api.py,21022025144805_unit_result_3403,21022025144805_functional_result_3403,,True,0/0,True,0/0,False,NA,,,NA
531,MPFC,3405,MPFC_3405_transformed_code_531.py,resources/api.py,21022025144817_unit_result_3405,21022025144817_functional_result_3405,,True,0/0,True,0/0,False,NA,,,NA
532,MPFC,3415,MPFC_3415_transformed_code_532.py,resources/api.py,21022025144826_unit_result_3415,21022025144826_functional_result_3415,,True,0/0,True,0/0,False,NA,,,NA
533,MPFC,3415,MPFC_3415_transformed_code_533.py,resources/api.py,21022025144836_unit_result_3415,21022025144836_functional_result_3415,,True,0/0,True,0/0,False,NA,,,NA
534,MPFC,3418,MPFC_3418_transformed_code_534.py,resources/api.py,21022025144847_unit_result_3418,21022025144847_functional_result_3418,,True,0/0,True,0/0,False,NA,,,NA
535,MPFC,3419,MPFC_3419_transformed_code_535.py,resources/api.py,21022025144853_unit_result_3419,21022025144853_functional_result_3419,,True,0/0,True,0/0,False,NA,,,NA
536,MPFC,3420,MPFC_3420_transformed_code_536.py,resources/api.py,21022025144909_unit_result_3420,21022025144909_functional_result_3420,,True,0/0,True,0/0,False,NA,,,NA
537,MPFC,3428,MPFC_3428_transformed_code_537.py,resources/api.py,21022025144926_unit_result_3428,21022025144926_functional_result_3428,,True,0/0,True,0/0,False,NA,,,NA
538,MPFC,3431,MPFC_3431_transformed_code_538.py,resources/api.py,21022025144932_unit_result_3431,21022025144932_functional_result_3431,,True,0/0,True,0/0,False,NA,,,NA
539,MPFC,3436,MPFC_3436_transformed_code_539.py,resources/api.py,21022025144946_unit_result_3436,21022025144946_functional_result_3436,,True,0/0,True,0/0,False,NA,,,NA
540,MPFC,3447,MPFC_3447_transformed_code_540.py,resources/api.py,21022025145003_unit_result_3447,21022025145003_functional_result_3447,,True,0/0,True,0/0,False,NA,,,NA
541,MPFC,3450,MPFC_3450_transformed_code_541.py,resources/api.py,21022025145011_unit_result_3450,21022025145011_functional_result_3450,,True,0/0,True,0/0,False,NA,,,NA
542,MPFC,3464,MPFC_3464_transformed_code_542.py,resources/api.py,21022025145022_unit_result_3464,21022025145022_functional_result_3464,,True,0/0,True,0/0,False,NA,,,NA
543,MPFC,3466,MPFC_3466_transformed_code_543.py,resources/api.py,21022025145037_unit_result_3466,21022025145037_functional_result_3466,,True,0/0,True,0/0,False,NA,,,NA
544,MPFC,3467,MPFC_3467_transformed_code_544.py,resources/api.py,21022025145052_unit_result_3467,21022025145052_functional_result_3467,,True,0/0,True,0/0,False,NA,,,NA
545,MPFC,3472,MPFC_3472_transformed_code_545.py,resources/api.py,21022025145103_unit_result_3472,21022025145103_functional_result_3472,,True,0/0,True,0/0,False,NA,,,NA
546,MPFC,3474,MPFC_3474_transformed_code_546.py,resources/api.py,21022025145112_unit_result_3474,21022025145112_functional_result_3474,,True,0/0,True,0/0,False,NA,,,NA
547,MPFC,3481,MPFC_3481_transformed_code_547.py,resources/api.py,21022025145133_unit_result_3481,21022025145133_functional_result_3481,,True,0/0,True,0/0,False,NA,,,NA
548,MPFC,3482,MPFC_3482_transformed_code_548.py,resources/api.py,21022025145138_unit_result_3482,21022025145138_functional_result_3482,,True,0/0,True,0/0,False,NA,,,NA
549,MPFC,3492,MPFC_3492_transformed_code_549.py,resources/api.py,21022025145150_unit_result_3492,21022025145150_functional_result_3492,,True,0/0,True,0/0,False,NA,,,NA
550,MPFC,3493,MPFC_3493_transformed_code_550.py,resources/api.py,21022025145201_unit_result_3493,21022025145201_functional_result_3493,,True,0/0,True,0/0,False,NA,,,NA
551,MPFC,3500,MPFC_3500_transformed_code_551.py,resources/api.py,21022025145216_unit_result_3500,21022025145216_functional_result_3500,,True,0/0,True,0/0,False,NA,,,NA
552,MPFC,3515,MPFC_3515_transformed_code_552.py,resources/api.py,21022025145231_unit_result_3515,21022025145231_functional_result_3515,,True,0/0,True,0/0,False,NA,,,NA
553,MPFC,3555,MPFC_3555_transformed_code_553.py,resources/api.py,21022025145254_unit_result_3555,21022025145254_functional_result_3555,,True,0/0,True,0/0,False,NA,,,NA
554,MPFC,3556,MPFC_3556_transformed_code_554.py,resources/api.py,21022025145307_unit_result_3556,21022025145307_functional_result_3556,,True,0/0,True,0/0,False,NA,,,NA
555,MPFC,3557,MPFC_3557_transformed_code_555.py,resources/api.py,21022025145319_unit_result_3557,21022025145319_functional_result_3557,,True,0/0,True,0/0,False,NA,,,NA
556,MPFC,3567,MPFC_3567_transformed_code_556.py,resources/api.py,21022025145330_unit_result_3567,21022025145330_functional_result_3567,,True,0/0,True,0/0,False,NA,,,NA
557,MPFC,3585,MPFC_3585_transformed_code_557.py,resources/api.py,21022025145418_unit_result_3585,21022025145418_functional_result_3585,,True,0/0,True,0/0,False,NA,,,NA
558,MPFC,3588,MPFC_3588_transformed_code_558.py,resources/api.py,21022025145426_unit_result_3588,21022025145426_functional_result_3588,,True,0/0,True,0/0,False,NA,,,NA
559,MPFC,3592,MPFC_3592_transformed_code_559.py,resources/api.py,21022025145438_unit_result_3592,21022025145438_functional_result_3592,,True,0/0,True,0/0,False,NA,,,NA
560,MPFC,3593,MPFC_3593_transformed_code_560.py,resources/api.py,21022025145449_unit_result_3593,21022025145449_functional_result_3593,,True,0/0,True,0/0,False,NA,,,NA
561,MPFC,3618,MPFC_3618_transformed_code_561.py,resources/api.py,21022025145538_unit_result_3618,21022025145538_functional_result_3618,,True,0/0,True,0/0,False,NA,,,NA
562,MPFC,3625,MPFC_3625_transformed_code_562.py,resources/api.py,21022025145557_unit_result_3625,21022025145557_functional_result_3625,,True,0/0,True,0/0,False,NA,,,NA
563,MPFC,3642,MPFC_3642_transformed_code_563.py,resources/api.py,21022025145613_unit_result_3642,21022025145613_functional_result_3642,,True,0/0,True,0/0,False,NA,,,NA
564,MPFC,3654,MPFC_3654_transformed_code_564.py,resources/api.py,21022025145626_unit_result_3654,21022025145626_functional_result_3654,,True,0/0,True,0/0,False,NA,,,NA
565,MPFC,3658,MPFC_3658_transformed_code_565.py,resources/api.py,21022025145636_unit_result_3658,21022025145636_functional_result_3658,,True,0/0,True,0/0,False,NA,,,NA
566,MPFC,3677,MPFC_3677_transformed_code_566.py,resources/api.py,21022025145709_unit_result_3677,21022025145709_functional_result_3677,,True,0/0,True,0/0,False,NA,,,NA
567,MPFC,3681,MPFC_3681_transformed_code_567.py,resources/api.py,21022025145717_unit_result_3681,21022025145717_functional_result_3681,,True,0/0,True,0/0,False,NA,,,NA
568,MPFC,3693,MPFC_3693_transformed_code_568.py,resources/api.py,21022025145744_unit_result_3693,21022025145744_functional_result_3693,,True,0/0,True,0/0,False,NA,,,NA
569,MPFC,3705,MPFC_3705_transformed_code_569.py,resources/api.py,21022025145759_unit_result_3705,21022025145759_functional_result_3705,,True,0/0,True,0/0,False,NA,,,NA
570,MPFC,3716,MPFC_3716_transformed_code_570.py,resources/api.py,21022025145819_unit_result_3716,21022025145819_functional_result_3716,,True,0/0,True,0/0,False,NA,,,NA
571,MPFC,3730,MPFC_3730_transformed_code_571.py,resources/api.py,21022025145848_unit_result_3730,21022025145848_functional_result_3730,,True,0/0,True,0/0,False,NA,,,NA
572,MPFC,3735,MPFC_3735_transformed_code_572.py,resources/api.py,21022025145854_unit_result_3735,21022025145854_functional_result_3735,,True,0/0,True,0/0,False,NA,,,NA
573,MPFC,3764,MPFC_3764_transformed_code_573.py,resources/api.py,21022025145915_unit_result_3764,21022025145915_functional_result_3764,,True,0/0,True,0/0,False,NA,,,NA
574,MPFC,3803,MPFC_3803_transformed_code_574.py,resources/api.py,21022025145939_unit_result_3803,21022025145939_functional_result_3803,,True,0/0,True,0/0,False,NA,,,NA
575,MPFC,3805,MPFC_3805_transformed_code_575.py,resources/api.py,21022025145954_unit_result_3805,21022025145954_functional_result_3805,,True,0/0,True,0/0,False,NA,,,NA
576,MPFC,3806,MPFC_3806_transformed_code_576.py,resources/api.py,21022025150002_unit_result_3806,21022025150002_functional_result_3806,,True,0/0,True,0/0,False,NA,,,NA
577,MPFC,3808,MPFC_3808_transformed_code_577.py,resources/api.py,21022025150011_unit_result_3808,21022025150011_functional_result_3808,,True,0/0,True,0/0,False,NA,,,NA
578,MPFC,3811,MPFC_3811_transformed_code_578.py,resources/api.py,21022025150022_unit_result_3811,21022025150022_functional_result_3811,,True,0/0,True,0/0,False,NA,,,NA
579,MPFC,3814,MPFC_3814_transformed_code_579.py,resources/api.py,21022025150034_unit_result_3814,21022025150034_functional_result_3814,,True,0/0,True,0/0,False,NA,,,NA
580,MPFC,3820,MPFC_3820_transformed_code_580.py,resources/api.py,21022025150043_unit_result_3820,21022025150043_functional_result_3820,,True,0/0,True,0/0,False,NA,,,NA
581,MPFC,3821,MPFC_3821_transformed_code_581.py,resources/api.py,21022025150053_unit_result_3821,21022025150053_functional_result_3821,,True,0/0,True,0/0,False,NA,,,NA
582,MPFC,3833,MPFC_3833_transformed_code_582.py,resources/api.py,21022025150103_unit_result_3833,21022025150103_functional_result_3833,,True,0/0,True,0/0,False,NA,,,NA
583,MPFC,3837,MPFC_3837_transformed_code_583.py,resources/api.py,21022025150114_unit_result_3837,21022025150114_functional_result_3837,,True,0/0,True,0/0,False,NA,,,NA
584,MPFC,3840,MPFC_3840_transformed_code_584.py,resources/api.py,21022025150121_unit_result_3840,21022025150121_functional_result_3840,,True,0/0,True,0/0,False,NA,,,NA
585,MPFC,3852,MPFC_3852_transformed_code_585.py,resources/api.py,21022025150154_unit_result_3852,21022025150154_functional_result_3852,,True,0/0,True,0/0,False,NA,,,NA
586,MPFC,3855,MPFC_3855_transformed_code_586.py,resources/api.py,21022025150158_unit_result_3855,21022025150158_functional_result_3855,,True,0/0,True,0/0,False,NA,,,NA
587,MPFC,3856,MPFC_3856_transformed_code_587.py,resources/api.py,21022025150213_unit_result_3856,21022025150213_functional_result_3856,,True,0/0,True,0/0,False,NA,,,NA
588,MPFC,3858,MPFC_3858_transformed_code_588.py,resources/api.py,21022025150219_unit_result_3858,21022025150219_functional_result_3858,,True,0/0,True,0/0,False,NA,,,NA
589,MPFC,3860,MPFC_3860_transformed_code_589.py,resources/api.py,21022025150232_unit_result_3860,21022025150232_functional_result_3860,,True,0/0,True,0/0,False,NA,,,NA
590,MPFC,3861,MPFC_3861_transformed_code_590.py,resources/api.py,21022025150239_unit_result_3861,21022025150239_functional_result_3861,,True,0/0,True,0/0,False,NA,,,NA
591,MPFC,3876,MPFC_3876_transformed_code_591.py,resources/api.py,21022025150300_unit_result_3876,21022025150300_functional_result_3876,,True,0/0,True,0/0,False,NA,,,NA
592,MPFC,3877,MPFC_3877_transformed_code_592.py,resources/api.py,21022025150311_unit_result_3877,21022025150311_functional_result_3877,,True,0/0,True,0/0,False,NA,,,NA
593,MPFC,3890,MPFC_3890_transformed_code_593.py,resources/api.py,21022025150337_unit_result_3890,21022025150337_functional_result_3890,,True,0/0,True,0/0,False,NA,,,NA
594,MPFC,3895,MPFC_3895_transformed_code_594.py,resources/api.py,21022025150346_unit_result_3895,21022025150346_functional_result_3895,,True,0/0,True,0/0,False,NA,,,NA
595,MPFC,3903,MPFC_3903_transformed_code_595.py,resources/api.py,21022025150355_unit_result_3903,21022025150355_functional_result_3903,,True,0/0,True,0/0,False,NA,,,NA
596,MPFC,3910,MPFC_3910_transformed_code_596.py,resources/api.py,21022025150414_unit_result_3910,21022025150414_functional_result_3910,,True,0/0,True,0/0,False,NA,,,NA
597,MPFC,3911,MPFC_3911_transformed_code_597.py,resources/api.py,21022025150422_unit_result_3911,21022025150422_functional_result_3911,,True,0/0,True,0/0,False,NA,,,NA
598,MPFC,3914,MPFC_3914_transformed_code_598.py,resources/api.py,21022025150434_unit_result_3914,21022025150434_functional_result_3914,,True,0/0,True,0/0,False,NA,,,NA
599,MPFC,3920,MPFC_3920_transformed_code_599.py,resources/api.py,21022025150445_unit_result_3920,21022025150445_functional_result_3920,,True,0/0,True,0/0,False,NA,,,NA
600,MPFC,3925,MPFC_3925_transformed_code_600.py,resources/api.py,21022025150451_unit_result_3925,21022025150451_functional_result_3925,,True,0/0,True,0/0,False,NA,,,NA
601,MPFC,3946,MPFC_3946_transformed_code_601.py,resources/api.py,21022025150518_unit_result_3946,21022025150518_functional_result_3946,,True,0/0,True,0/0,False,NA,,,NA
602,MPFC,3991,MPFC_3991_transformed_code_602.py,resources/api.py,21022025150544_unit_result_3991,21022025150544_functional_result_3991,,True,0/0,True,0/0,False,NA,,,NA
603,MPFC,3993,MPFC_3993_transformed_code_603.py,resources/api.py,21022025150553_unit_result_3993,21022025150553_functional_result_3993,,True,0/0,True,0/0,False,NA,,,NA
604,MPFC,4002,MPFC_4002_transformed_code_604.py,resources/api.py,21022025150605_unit_result_4002,21022025150605_functional_result_4002,,True,0/0,True,0/0,False,NA,,,NA
605,MPFC,4017,MPFC_4017_transformed_code_605.py,resources/api.py,21022025150620_unit_result_4017,21022025150620_functional_result_4017,,True,0/0,True,0/0,False,NA,,,NA
606,MPFC,4026,MPFC_4026_transformed_code_606.py,resources/api.py,21022025150628_unit_result_4026,21022025150628_functional_result_4026,,True,0/0,True,0/0,False,NA,,,NA
607,MPFC,4028,MPFC_4028_transformed_code_607.py,resources/api.py,21022025150640_unit_result_4028,21022025150640_functional_result_4028,,True,0/0,True,0/0,False,NA,,,NA
608,MPFC,4030,MPFC_4030_transformed_code_608.py,resources/api.py,21022025150649_unit_result_4030,21022025150649_functional_result_4030,,True,0/0,True,0/0,False,NA,,,NA
609,MPFC,4033,MPFC_4033_transformed_code_609.py,resources/api.py,21022025150655_unit_result_4033,21022025150655_functional_result_4033,,True,0/0,True,0/0,False,NA,,,NA
610,MPFC,4042,MPFC_4042_transformed_code_610.py,resources/api.py,21022025150723_unit_result_4042,21022025150723_functional_result_4042,,True,0/0,True,0/0,False,NA,,,NA
611,MPFC,4046,MPFC_4046_transformed_code_611.py,resources/api.py,21022025150735_unit_result_4046,21022025150735_functional_result_4046,,True,0/0,True,0/0,False,NA,,,NA
612,MPFC,4077,MPFC_4077_transformed_code_612.py,resources/api.py,21022025150757_unit_result_4077,21022025150757_functional_result_4077,,True,0/0,True,0/0,False,NA,,,NA
613,MPFC,4080,MPFC_4080_transformed_code_613.py,resources/api.py,21022025150810_unit_result_4080,21022025150810_functional_result_4080,,True,0/0,True,0/0,False,NA,,,NA
614,MPFC,4082,MPFC_4082_transformed_code_614.py,resources/api.py,21022025150822_unit_result_4082,21022025150822_functional_result_4082,,True,0/0,True,0/0,False,NA,,,NA
615,MPFC,4083,MPFC_4083_transformed_code_615.py,resources/api.py,21022025150827_unit_result_4083,21022025150827_functional_result_4083,,True,0/0,True,0/0,False,NA,,,NA
616,MPFC,4090,MPFC_4090_transformed_code_616.py,resources/api.py,21022025150842_unit_result_4090,21022025150842_functional_result_4090,,True,0/0,True,0/0,False,NA,,,NA
617,MPFC,4093,MPFC_4093_transformed_code_617.py,resources/api.py,21022025150848_unit_result_4093,21022025150848_functional_result_4093,,True,0/0,True,0/0,False,NA,,,NA
618,MPFC,4095,MPFC_4095_transformed_code_618.py,resources/api.py,21022025150904_unit_result_4095,21022025150904_functional_result_4095,,True,0/0,True,0/0,False,NA,,,NA
619,MPFC,4102,MPFC_4102_transformed_code_619.py,resources/api.py,21022025150909_unit_result_4102,21022025150909_functional_result_4102,,True,0/0,True,0/0,False,NA,,,NA
620,MPFC,4105,MPFC_4105_transformed_code_620.py,resources/api.py,21022025150924_unit_result_4105,21022025150924_functional_result_4105,,True,0/0,True,0/0,False,NA,,,NA
621,MPFC,4110,MPFC_4110_transformed_code_621.py,resources/api.py,21022025150927_unit_result_4110,21022025150927_functional_result_4110,,True,0/0,True,0/0,False,NA,,,NA
622,MPFC,4113,MPFC_4113_transformed_code_622.py,resources/api.py,21022025150939_unit_result_4113,21022025150939_functional_result_4113,,True,0/0,True,0/0,False,NA,,,NA
623,MPFC,4132,MPFC_4132_transformed_code_623.py,resources/api.py,21022025151008_unit_result_4132,21022025151008_functional_result_4132,,True,0/0,True,0/0,False,NA,,,NA
624,MPFC,4134,MPFC_4134_transformed_code_624.py,resources/api.py,21022025151019_unit_result_4134,21022025151019_functional_result_4134,,True,0/0,True,0/0,False,NA,,,NA
625,MPFC,4152,MPFC_4152_transformed_code_625.py,resources/api.py,21022025151054_unit_result_4152,21022025151054_functional_result_4152,,True,0/0,True,0/0,False,NA,,,NA
626,MPFC,4156,MPFC_4156_transformed_code_626.py,resources/api.py,21022025151103_unit_result_4156,21022025151103_functional_result_4156,,True,0/0,True,0/0,False,NA,,,NA
627,MPFC,4157,MPFC_4157_transformed_code_627.py,resources/api.py,21022025151110_unit_result_4157,21022025151110_functional_result_4157,,True,0/0,True,0/0,False,NA,,,NA
628,MPFC,4158,MPFC_4158_transformed_code_628.py,resources/api.py,21022025151122_unit_result_4158,21022025151122_functional_result_4158,,True,0/0,True,0/0,False,NA,,,NA
629,MPFC,4161,MPFC_4161_transformed_code_629.py,resources/api.py,21022025151133_unit_result_4161,21022025151133_functional_result_4161,,True,0/0,True,0/0,False,NA,,,NA
630,MPFC,4165,MPFC_4165_transformed_code_630.py,resources/api.py,21022025151145_unit_result_4165,21022025151145_functional_result_4165,,True,0/0,True,0/0,False,NA,,,NA
631,MPFC,4166,MPFC_4166_transformed_code_631.py,resources/api.py,21022025151147_unit_result_4166,21022025151147_functional_result_4166,,True,0/0,True,0/0,False,NA,,,NA
632,MPFC,4167,MPFC_4167_transformed_code_632.py,resources/api.py,21022025151202_unit_result_4167,21022025151202_functional_result_4167,,True,0/0,True,0/0,False,NA,,,NA
633,MPFC,4172,MPFC_4172_transformed_code_633.py,resources/api.py,21022025151218_unit_result_4172,21022025151218_functional_result_4172,,True,0/0,True,0/0,False,NA,,,NA
634,MPFC,4181,MPFC_4181_transformed_code_634.py,resources/api.py,21022025151242_unit_result_4181,21022025151242_functional_result_4181,,True,0/0,True,0/0,False,NA,,,NA
635,MPFC,4183,MPFC_4183_transformed_code_635.py,resources/api.py,21022025151256_unit_result_4183,21022025151256_functional_result_4183,,True,0/0,True,0/0,False,NA,,,NA
636,MPFC,4187,MPFC_4187_transformed_code_636.py,resources/api.py,21022025151308_unit_result_4187,21022025151308_functional_result_4187,,True,0/0,True,0/0,False,NA,,,NA
637,MPFC,4188,MPFC_4188_transformed_code_637.py,resources/api.py,21022025151318_unit_result_4188,21022025151318_functional_result_4188,,True,0/0,True,0/0,False,NA,,,NA
638,MPFC,4189,MPFC_4189_transformed_code_638.py,resources/api.py,21022025151328_unit_result_4189,21022025151328_functional_result_4189,,True,0/0,True,0/0,False,NA,,,NA
639,MPFC,4192,MPFC_4192_transformed_code_639.py,resources/api.py,21022025151334_unit_result_4192,21022025151334_functional_result_4192,,True,0/0,True,0/0,False,NA,,,NA
640,MPFC,4196,MPFC_4196_transformed_code_640.py,resources/api.py,21022025151343_unit_result_4196,21022025151343_functional_result_4196,,True,0/0,True,0/0,False,NA,,,NA
641,MPFC,4197,MPFC_4197_transformed_code_641.py,resources/api.py,21022025151400_unit_result_4197,21022025151400_functional_result_4197,,True,0/0,True,0/0,False,NA,,,NA
642,MPFC,4198,MPFC_4198_transformed_code_642.py,resources/api.py,21022025151404_unit_result_4198,21022025151404_functional_result_4198,,True,0/0,True,0/0,False,NA,,,NA
643,MPFC,4201,MPFC_4201_transformed_code_643.py,resources/api.py,21022025151417_unit_result_4201,21022025151417_functional_result_4201,,True,0/0,True,0/0,False,NA,,,NA
644,MPFC,4209,MPFC_4209_transformed_code_644.py,resources/api.py,21022025151429_unit_result_4209,21022025151429_functional_result_4209,,True,0/0,True,0/0,False,NA,,,NA
645,MPFC,4212,MPFC_4212_transformed_code_645.py,resources/api.py,21022025151436_unit_result_4212,21022025151436_functional_result_4212,,True,0/0,True,0/0,False,NA,,,NA
646,MPFC,4213,MPFC_4213_transformed_code_646.py,resources/api.py,21022025151445_unit_result_4213,21022025151445_functional_result_4213,,True,0/0,True,0/0,False,NA,,,NA
647,MPFC,4216,MPFC_4216_transformed_code_647.py,resources/api.py,21022025151458_unit_result_4216,21022025151458_functional_result_4216,,True,0/0,True,0/0,False,NA,,,NA
648,MPFC,4220,MPFC_4220_transformed_code_648.py,resources/api.py,21022025151507_unit_result_4220,21022025151507_functional_result_4220,,True,0/0,True,0/0,False,NA,,,NA
649,MPFC,4222,MPFC_4222_transformed_code_649.py,resources/api.py,21022025151516_unit_result_4222,21022025151516_functional_result_4222,,True,0/0,True,0/0,False,NA,,,NA
650,MPFC,4224,MPFC_4224_transformed_code_650.py,resources/api.py,21022025151526_unit_result_4224,21022025151526_functional_result_4224,,True,0/0,True,0/0,False,NA,,,NA
651,MPFC,4225,MPFC_4225_transformed_code_651.py,resources/api.py,21022025151535_unit_result_4225,21022025151535_functional_result_4225,,True,0/0,True,0/0,False,NA,,,NA
652,MPFC,4228,MPFC_4228_transformed_code_652.py,resources/api.py,21022025151545_unit_result_4228,21022025151545_functional_result_4228,,True,0/0,True,0/0,False,NA,,,NA
653,MPFC,4233,MPFC_4233_transformed_code_653.py,resources/api.py,21022025151605_unit_result_4233,21022025151605_functional_result_4233,,True,0/0,True,0/0,False,NA,,,NA
654,MPFC,4235,MPFC_4235_transformed_code_654.py,resources/api.py,21022025151618_unit_result_4235,21022025151618_functional_result_4235,,True,0/0,True,0/0,False,NA,,,NA
655,MPFC,4242,MPFC_4242_transformed_code_655.py,resources/api.py,21022025151637_unit_result_4242,21022025151637_functional_result_4242,,True,0/0,True,0/0,False,NA,,,NA
656,MPFC,4246,MPFC_4246_transformed_code_656.py,resources/api.py,21022025151648_unit_result_4246,21022025151648_functional_result_4246,,True,0/0,True,0/0,False,NA,,,NA
657,MPFC,4248,MPFC_4248_transformed_code_657.py,resources/api.py,21022025151700_unit_result_4248,21022025151700_functional_result_4248,,True,0/0,True,0/0,False,NA,,,NA
658,MPFC,4250,MPFC_4250_transformed_code_658.py,resources/api.py,21022025151703_unit_result_4250,21022025151703_functional_result_4250,,True,0/0,True,0/0,False,NA,,,NA
659,MPFC,4253,MPFC_4253_transformed_code_659.py,resources/api.py,21022025151714_unit_result_4253,21022025151714_functional_result_4253,,True,0/0,True,0/0,False,NA,,,NA
660,MPFC,4262,MPFC_4262_transformed_code_660.py,resources/api.py,21022025151724_unit_result_4262,21022025151724_functional_result_4262,,True,0/0,True,0/0,False,NA,,,NA
661,MPFC,4273,MPFC_4273_transformed_code_661.py,resources/api.py,21022025151759_unit_result_4273,21022025151759_functional_result_4273,,True,0/0,True,0/0,False,NA,,,NA
662,MPFC,4282,MPFC_4282_transformed_code_662.py,resources/api.py,21022025151824_unit_result_4282,21022025151824_functional_result_4282,,True,0/0,True,0/0,False,NA,,,NA
