dimension,birth,death
2,0.031116505280053438,0.03173375948081111
2,0.0248404797411953,0.02538732551567504
2,0.05533765170085206,0.05563793749379223
2,0.01558708632368867,0.015886479461481813
2,0.004047766799989523,0.0042074998602541
2,0.0013461993716050984,0.0015053035284767224
2,0.01094441708599286,0.011079124654417993
2,0.0016916837781206268,0.0018177547769051474
2,0.003401443638652464,0.0034922181942323837
2,0.0016732029798633356,0.0017462525153486017
2,0.001924534662776844,0.0019972143907190346
2,0.0013042561436825185,0.0013733082167406772
2,0.0013505458088733469,0.0014020477192601547
2,0.001111910079114317,0.0011481295395026423
2,0.001053283302895904,0.0010815294193147235
2,0.0008965590485069655,0.0009228132707068531
2,0.001866910280105584,0.0018871888139465878
2,0.0010610116664277465,0.0010788487396527712
2,0.0013806025457855438,0.0013968162890313444
2,0.0008192015418624281,0.0008314760209459169
2,0.0013426234603210923,0.0013536979139139353
2,0.001189198412191703,0.0011994498659454065
2,0.0010170749118329956,0.001024150509442903
2,0.0010632410727088465,0.0010692563168642393
2,0.0004942997287794998,0.0004983415978597605
2,0.0009256951888139765,0.0009262161752782782
1,0.035589348978076835,0.055419285839534385
1,0.03867263099557461,0.05486354936810976
1,0.021781561965319142,0.036376125624812426
1,0.021767772507012194,0.0331588059743298
1,0.04323887244391741,0.054316997567397385
1,0.041218802228307455,0.05197034782651438
1,0.02881790179392342,0.03855125274194796
1,0.01512872195060807,0.02471286254601688
1,0.022369419645555506,0.03166930252171405
1,0.019992728507099516,0.02875525047927815
1,0.0249258486006824,0.03335665629202624
1,0.03293394113756654,0.039977579830181804
1,0.012969520985025487,0.019586486215452444
1,0.03721299653824981,0.04354057408591557
1,0.023316017154247137,0.02935612845159271
1,0.017607134671772603,0.023500615191549248
1,0.01773457290150826,0.02329346752057726
1,0.021436735547555878,0.026772326739391852
1,0.021439818016215244,0.02675693655637571
1,0.024341510871814402,0.029570719000671375
1,0.01940709017575005,0.02460957917592082
1,0.06496324811476041,0.07014640669557648
1,0.021890325816345816,0.026956619255685564
1,0.021227958778843536,0.026171140960076077
1,0.03220906771131649,0.036900821918871736
1,0.018598049221401673,0.02302629703448117
1,0.01754234330665749,0.021919375264707944
1,0.022904009604550486,0.026976278391763784
1,0.03231355354790694,0.03633982967712704
1,0.01846117469669136,0.02237183853970903
1,0.024387150035422873,0.028271782184465796
1,0.018090776604555835,0.021623598922151908
1,0.02006663561074674,0.02354781376813229
1,0.012458624179370274,0.01586639629675113
1,0.030861162742051067,0.034186450675704985
1,0.01792992360164541,0.021221060031767616
1,0.022358421773269455,0.025604297512249217
1,0.017415026125989285,0.020483988594445054
1,0.01834501593609711,0.020977140709583123
1,0.0118493252743691,0.014170707672251443
1,0.01941688290210433,0.021682112413400935
1,0.0206731035019704,0.022680564992559306
1,0.026605512610049006,0.02859627275969287
1,0.019845233321006604,0.021799789444235978
1,0.012658191911099606,0.014458467287267608
1,0.02708446144635441,0.02876813515872628
1,0.018807437071049555,0.020399797285533722
1,0.02007450714374721,0.021607000407031732
1,0.021623618477951485,0.02304830605831249
1,0.020526215230788455,0.02189166867820034
1,0.02884915508186466,0.03020098208020948
1,0.030741885118963162,0.03193181307813974
1,0.023712347793954383,0.024832939814801693
1,0.027106768723924275,0.028222240040099888
1,0.024971234409131307,0.02608055027901154
1,0.019549722794748006,0.020649990534060605
1,0.024260639913233333,0.025156314058439613
1,0.026628442318965478,0.027506418108819042
1,0.018268236481650442,0.0191253690299105
1,0.019495864321580295,0.020330206954990236
1,0.023650118941500303,0.0244666174472488
1,0.03379276418078004,0.034536681918402194
1,0.025413925447081584,0.02615420572329546
1,0.009881562294071123,0.010585795081309567
1,0.02530127544506056,0.025986267770771548
1,0.01620000870391631,0.01680275029788796
1,0.01564602422468661,0.016209121788883594
1,0.007156814526545266,0.007712774838753946
1,0.0205573494351012,0.02111193913636596
1,0.009277756366607435,0.009783825375689954
1,0.006407971236600887,0.0068920483553046785
1,0.001322015310842316,0.0017971760460210727
1,0.01124093655784738,0.011703906038590655
1,0.004879646820208615,0.005330052080974561
1,0.013691102625340025,0.01411573090623386
1,0.00597032506697474,0.006388105938883732
1,0.016740413427093474,0.01715167812837706
1,0.0032594765676235826,0.003662817202137092
1,0.017987069757156905,0.01838146981098705
1,0.0007443768932009764,0.001127786490728963
1,0.020139191716439114,0.020518520181596403
1,0.025214583572243373,0.025590632573137557
1,0.0014253953796523877,0.0018000304399826772
1,0.001220783509144426,0.0015878877843723805
1,0.004989302166460248,0.005352503218062903
1,0.0013721490236042696,0.0017303783141603838
1,0.0012926109215447984,0.0016480254977041414
1,0.0010678648251476813,0.0014181979667027803
1,0.0009936023302214182,0.001342733900338039
1,0.008882568487477408,0.009229134735144888
1,0.019074647208141587,0.01941436277854035
1,0.004950556790327888,0.005279534833298097
1,0.003449004966886575,0.0037767161345176113
1,0.0017262233098375693,0.002049959336456962
1,0.010742139881263798,0.011059203441062176
1,0.003008905046730449,0.003324475189923676
1,0.003546390459657174,0.0038556631033231483
1,0.0010787979581049455,0.001386016345016302
1,0.007054295504719185,0.00735784153460624
1,0.0011866963741179453,0.0014783958139614015
1,0.010748917287816162,0.0110401519826342
1,0.0010093069178141005,0.0012964057225883104
1,0.0005548189974045065,0.0008332603048792712
1,0.005426628504453862,0.005702935678279887
1,0.0008912269128847844,0.0011639660716284855
1,0.0013852741520010577,0.0016570054188745189
1,0.0008284754932124329,0.0010979912945828887
1,0.001036299243769734,0.0013021733293673281
1,0.01707641483896982,0.01733090981737092
1,0.0009358157823564496,0.0011900255498403331
1,0.0013282995345658309,0.0015789893056784342
1,0.0013257388702441726,0.0015755842444933694
1,0.0010263209358821628,0.001275651587027936
1,0.0010075580443348847,0.0012546066116024832
1,0.0007989489223764748,0.0010443079569254683
1,0.0013393937297680185,0.001583385890275524
1,0.0008457598290733568,0.001088383690693255
1,0.0011182320717274372,0.0013608054272749666
1,0.0009190801104369475,0.001157549307586114
1,0.0008037328919405345,0.001041418096106517
1,0.0010613806685394992,0.0012979325434187708
1,0.0012883030176160184,0.0015243178622335164
1,0.0009460621499327658,0.001180969581716449
1,0.001089220520327587,0.0013197768603876506
1,0.0009872409568492896,0.0012132111080580326
1,0.0009422001626607164,0.0011675670817268312
1,0.0007890337285230259,0.0010122044203701944
1,0.001128896303282996,0.0013509907891183163
1,0.0008372404486621364,0.0010590518891102517
1,0.0011842640453286995,0.0014036062979516286
1,0.0029267802004310276,0.0031457091121987993
1,0.0037745475884443562,0.003993412363757564
1,0.024182321967753825,0.02439932383014162
1,0.0009567687854913365,0.0011734387867744789
1,0.0005831087142274086,0.0007947435865387389
1,0.000879899062338071,0.0010903093353756461
1,0.0009108562745687057,0.001120327592708771
1,0.00134319357736466,0.0015496932563715568
1,0.0006402414633031924,0.0008450977374025522
1,0.0008780990101243962,0.001082072224719444
1,0.01510596240020514,0.015309604245743584
1,0.0010909389937593316,0.0012937707267682494
1,0.0004717808486574305,0.0006693936517052987
1,0.004596606802477236,0.004792609174248069
1,0.0008932781633984786,0.0010886621086907851
1,0.0007246435191863371,0.0009195312295064398
1,0.0008719838083458193,0.0010666586468068829
1,0.004434353463863912,0.004629006891732568
1,0.0012894279065991307,0.001482658100814482
1,0.0011657248575279542,0.0013555596157238336
1,0.0010794922228556806,0.0012668115204278953
1,0.0006276477856837025,0.0008145453386328665
1,0.0008580577178447877,0.0010448163804137073
1,0.0015976999057769473,0.00178436812236667
1,0.0009571527006633123,0.0011421197652877952
1,0.0015233909932411795,0.0017070947669516245
1,0.0009196565055364475,0.0011018254282642863
1,0.0008444406426921492,0.0010263991583219926
1,0.0011168608588884577,0.0012979325434187708
1,0.0012658955909346315,0.001442899248851052
1,0.0005402231534169438,0.0007168672300920547
1,0.001030271758156075,0.001205472418781915
1,0.0009877336339493225,0.0011593690001962947
1,0.0005591617282233678,0.000729117584772283
1,0.025117763848064956,0.02528737916163375
1,0.0007079679053721009,0.0008769881390247252
1,0.00047705042250112477,0.000645528997458938
1,0.001139508572603897,0.0013066892677380424
1,0.0007027897489393952,0.0008691378145833437
1,0.0007699652523872052,0.0009343786144541747
1,0.001059241558363148,0.0012230091775180588
1,0.001816488333072746,0.001978784563315052
1,0.0007115204828956894,0.0008737759164202595
1,0.0006784321686233397,0.0008402606001823594
1,0.0021304560166476192,0.0022921249147710397
1,0.002347605549218366,0.0025077837387675376
1,0.002069508078806412,0.0022275577326188846
1,0.001179619871745648,0.0013374955130227705
1,0.0018189957855469733,0.001976558082932164
1,0.0003455860658457824,0.00050198572891774
1,0.0008264265607912628,0.0009826127967306787
1,0.0008714613149398297,0.0010276304212124912
1,0.0011049835822395172,0.0012611467581418777
1,0.0008874212618781178,0.0010414857331103712
1,0.005719286454437624,0.005872920577927457
1,0.0010786005452282188,0.001232107549924521
1,0.008780560568688537,0.008933535737773654
1,0.0008643966543479759,0.0010173173294589347
1,0.000760283123088104,0.0009113488608500274
1,0.000875884208137914,0.0010254708262676729
1,0.0007247789412104914,0.000874322706969457
1,0.007446589913242668,0.007593254943462191
1,0.001237826637623874,0.001384397842933905
1,0.001041970655378567,0.0011877389980880556
1,0.001029168374327292,0.0011747698301347496
1,0.004090986340438278,0.004235438269274769
1,0.0008125674525436576,0.0009566569281726668
1,0.00087916307883824,0.0010220832650068097
1,0.004737231281162445,0.004879955033622096
1,0.000955738374196001,0.0010983961332896048
1,0.001051201007313373,0.0011931755264128854
1,0.0010498485022702412,0.0011911783166052758
1,0.0005806048237885953,0.0007218193483784668
1,0.0005372147204564047,0.0006783525064191675
1,0.0005304693063257525,0.0006714135348972296
1,0.001241703390761424,0.0013807198970688895
1,0.0007372471000145279,0.0008758244773556656
1,0.0008477315007803048,0.0009852788624477662
1,0.0017897914069749863,0.0019247147767893534
1,0.0011293341291751852,0.001263848163905139
1,0.001437917772743642,0.0015718763221622934
1,0.0007641945419083753,0.0008963337675621679
1,0.000884691648774378,0.0010164721639984696
1,0.0006118271166109218,0.0007433643057861612
1,0.0007575676656239093,0.0008883474200211152
1,0.0007959147692580593,0.0009258239222860704
1,0.0008818898461659591,0.0010109262582673148
1,0.0009980350353777131,0.0011259903004971965
1,0.000555046326757122,0.0006827675551019777
1,0.0003198091236297341,0.0004471555376289817
1,0.0009627463064298829,0.0010897702152914428
1,0.0037500461303375653,0.003876840758002728
1,0.0007800881339819803,0.0009029822214743881
1,0.0030449586751337366,0.0031677100990978005
1,0.0012829926794805117,0.0014035954805761174
1,0.0004131654668949475,0.000533459030129381
1,0.00040460661752609244,0.0005246890751296936
1,0.0010008732683926154,0.0011204966709660925
1,0.0009043166440132522,0.001022888171064584
1,0.0007232088444659444,0.0008397417871351044
1,0.006314903115540789,0.006430561907570276
1,0.007054684691827481,0.0071694040267221495
1,0.0015579306880977857,0.0016703560248844567
1,0.0010842278544385688,0.001196633641401233
1,0.0006849132279518711,0.0007967810549963741
1,0.0003396192639106858,0.0004500145974652688
1,0.001312777901182143,0.0014230105202303262
1,0.0007700099626710984,0.0008798067036195114
1,0.0012358177481795061,0.0013455114953808522
1,0.007245952582669567,0.007355438964575009
1,0.0011760109194754627,0.0012850632913329425
1,0.0007556648310736971,0.000864408417320346
