componente_id,nodo_id,num_puntos,prefijo_mayoritario,porcentaje
95,cube973_cluster0,59,MVIE,100.0
95,cube1008_cluster0,58,MVIE,100.0
95,cube970_cluster0,56,MVIE,100.0
95,cube1045_cluster0,31,MVIE,100.0
95,cube1055_cluster0,270,MVIE,100.0
95,cube1007_cluster0,63,MVIE,100.0
95,cube1082_cluster0,57,MVIE,100.0
96,cube992_cluster0,66,MVIE,100.0
96,cube1022_cluster0,76,MVIE,100.0
96,cube983_cluster0,154,MVIE,100.0
96,cube1056_cluster0,57,MVIE,100.0
96,cube982_cluster0,66,MVIE,100.0
96,cube1020_cluster0,111,MVIE,100.0
96,cube1021_cluster0,170,MVIE,100.0
96,cube991_cluster0,239,MVIE,100.0
96,cube1058_cluster0,57,MVIE,100.0
97,cube1000_cluster0,60,WLEC,100.0
98,cube1052_cluster0,112,MVIE,100.0
98,cube1010_cluster0,148,MVIE,100.0
99,cube1073_cluster0,229,WLEC,100.0
99,cube1068_cluster0,62,WLEC,100.0
99,cube1035_cluster0,58,WLEC,100.0
99,cube1099_cluster0,54,WLEC,100.0
99,cube1092_cluster0,59,WLEC,100.0
99,cube1111_cluster0,65,WLEC,100.0
99,cube1109_cluster0,167,WLEC,100.0
99,cube1089_cluster0,57,WLEC,100.0
99,cube1072_cluster0,175,WLEC,100.0
99,cube1070_cluster0,88,WLEC,100.0
99,cube1093_cluster0,98,WLEC,100.0
99,cube1030_cluster0,20,WLEC,100.0
99,cube1088_cluster0,339,WLEC,100.0
99,cube1077_cluster0,65,WLEC,100.0
99,cube1065_cluster0,121,WLEC,100.0
99,cube1108_cluster0,105,WLEC,100.0
99,cube1087_cluster0,236,WLEC,100.0
99,cube1098_cluster0,59,WLEC,100.0
99,cube1096_cluster0,120,WLEC,100.0
99,cube1094_cluster0,152,WLEC,100.0
99,cube1069_cluster0,365,WLEC,100.0
99,cube1097_cluster0,58,WLEC,100.0
99,cube1064_cluster0,138,WLEC,100.0
99,cube1031_cluster0,24,WLEC,100.0
100,cube1060_cluster0,51,WLEC,100.0
100,cube1085_cluster0,53,WLEC,100.0
101,cube1062_cluster0,39,MSC,100.0
101,cube1061_cluster0,59,MSC,100.0
102,cube1101_cluster0,58,MVIE,100.0
102,cube1081_cluster0,58,MVIE,100.0
103,cube1102_cluster0,57,MVIE,100.0
103,cube1100_cluster0,57,MVIE,100.0
104,cube1104_cluster0,59,MVIE,100.0
105,cube1105_cluster0,25,WLEC,100.0
105,cube1113_cluster0,60,WLEC,100.0
106,cube1115_cluster0,56,MSC,100.0
106,cube1114_cluster0,14,MSC,100.0
107,cube1120_cluster0,57,WLEC,100.0
107,cube1118_cluster0,57,WLEC,100.0
